,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Rating
3841,Sebastián Coates,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,4,360,6,1,-,5,7.04
3842,Sebastián Coates,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,5,450,2,-,-,2,7.09
3843,Sebastián Coates,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,33,2970,29,1,2,26,7.23
3844,Sebastián Coates,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,540,4,-,-,4,7.22
3845,Sebastián Coates,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,1,73,-,-,-,-,7.11
3846,Sebastián Coates,2015/2016,Sunderland,England-Premier-League,EPL,16,1229,6,-,-,6,6.85
3847,Sebastián Coates,2015,Uruguay,International-Copa-America,ICA,1,90,-,-,-,-,6.87
3848,Sebastián Coates,2014/2015,Sunderland,England-Premier-League,EPL,10,822,7,-,1,6,7.22
3849,Sebastián Coates,2014,Uruguay,International-FIFA-World-Cup,WC,1,2,-,-,-,-,6.04
3850,Sebastián Coates,2013,Uruguay,International-Confederations-Cup,ICC,2,97,-,-,-,-,7.18
3851,Sebastián Coates,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,3,270,3,-,-,4,6.98
3852,Sebastián Coates,2012/2013,Liverpool,England-Premier-League,EPL,5,233,-,-,-,-,6.36
3853,Sebastián Coates,2011/2012,Liverpool,England-Premier-League,EPL,7,484,1,-,-,1,6.71
3854,Mário Rui,2017/2018,Napoli,Italy-Serie-A,ISA,25,2088,7,6,-,1,6.88
3855,Mário Rui,2017/2018,Napoli,Europe-UEFA-Europa-League,UEL,2,104,1,1,-,-,6.35
3856,Mário Rui,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,2,30,-,-,-,-,6.2
3857,Mário Rui,2016/2017,Roma,Italy-Serie-A,ISA,5,344,2,2,-,-,6.71
3858,Mário Rui,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,2,166,1,1,-,-,7.07
3859,Mário Rui,2015/2016,Empoli,Italy-Serie-A,ISA,36,3240,29,26,-,3,6.9
3860,Mário Rui,2014/2015,Empoli,Italy-Serie-A,ISA,34,2596,26,26,-,-,6.94
3861,Aziz Behich,2017/2018,Bursaspor,Turkey-Super-Lig,TS,31,2788,19,6,1,12,6.77
3862,Aziz Behich,2016/2017,Bursaspor,Turkey-Super-Lig,TS,32,2845,10,5,-,5,6.8
3863,Aziz Behich,2015/2016,Bursaspor,Turkey-Super-Lig,TS,26,2170,10,4,-,6,6.88
3864,Aziz Behich,2014/2015,Bursaspor,Turkey-Super-Lig,TS,29,2389,6,4,-,2,6.79
3865,Nicolai Jørgensen,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,258,8,1,-,7,6.93
3866,Nicolai Jørgensen,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,26,2113,56,10,9,37,7.16
3867,Nicolai Jørgensen,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,32,2698,101,16,16,69,7.7
3868,Nicolai Jørgensen,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,6,470,9,2,1,6,6.66
3869,Nicolai Jørgensen,2014/2015,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,295,8,5,-,3,6.72
3870,Nicolai Jørgensen,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,441,9,4,3,2,6.5
3871,Nicolai Jørgensen,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,240,4,2,-,2,6.36
3872,Nicolai Jørgensen,2011/2012,Kaiserslauter..,Germany-Bundesliga,GB,5,184,1,1,-,-,6.14
3873,Nicolai Jørgensen,2011/2012,Bayer Leverku..,Germany-Bundesliga,GB,1,32,-,-,-,-,5.93
3874,Nicolai Jørgensen,2011/2012,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,9,-,-,-,-,6.16
3875,Nicolai Jørgensen,2010/2011,Bayer Leverku..,Germany-Bundesliga,GB,9,197,5,1,1,3,6.25
3876,Martin Braithwaite,2017/2018,Middlesbrough,England-Championship,EC,19,1397,31,10,3,18,6.89
3877,Martin Braithwaite,2017/2018,Bordeaux,France-Ligue-1,FL1,14,915,23,6,5,12,6.79
3878,Martin Braithwaite,2016/2017,Toulouse,France-Ligue-1,FL1,34,2948,98,21,5,72,6.87
3879,Martin Braithwaite,2015/2016,Toulouse,France-Ligue-1,FL1,36,2938,108,23,10,75,6.77
3880,Martin Braithwaite,2014/2015,Toulouse,France-Ligue-1,FL1,34,2115,72,29,4,39,6.46
3881,Martin Braithwaite,2013/2014,Toulouse,France-Ligue-1,FL1,32,2609,62,11,-,51,6.67
3882,Paolo Hurtado,2017/2018,Vitoria de Gu..,Portugal-Liga-NOS,PLN,25,1762,44,14,8,22,6.84
3883,Paolo Hurtado,2017/2018,Vitoria de Gu..,Europe-UEFA-Europa-League,UEL,5,386,4,1,1,2,6.75
3884,Paolo Hurtado,2016/2017,Vitoria de Gu..,Portugal-Liga-NOS,PLN,31,2173,34,13,6,15,6.76
3885,Paolo Hurtado,2015/2016,Reading,England-Championship,EC,5,86,1,-,-,1,6.27
3886,Paolo Hurtado,2015,Peru,International-Copa-America,ICA,4,30,2,-,-,2,6.11
3887,Paolo Hurtado,2013/2014,Pacos de Ferr..,Europe-UEFA-Europa-League,UEL,4,236,4,1,-,3,6.41
3888,André Carrillo,2017/2018,Watford,England-Premier-League,EPL,28,1537,24,10,3,11,6.62
3889,André Carrillo,2016/2017,Benfica,Portugal-Liga-NOS,PLN,20,520,12,5,2,5,6.46
3890,André Carrillo,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,3,135,-,-,-,-,6.14
3891,André Carrillo,2015,Peru,International-Copa-America,ICA,4,194,2,-,-,2,7.25
3892,André Carrillo,2014/2015,Sporting CP,Europe-UEFA-Champions-League,UCL,6,372,11,2,-,9,6.98
3893,André Carrillo,2014/2015,Sporting CP,Europe-UEFA-Europa-League,UEL,2,148,4,2,-,2,7.17
3894,André Carrillo,2012/2013,Sporting CP,Europe-UEFA-Europa-League,UEL,3,111,2,1,-,1,6.62
3895,Eduardo Salvio,2017/2018,Benfica,Portugal-Liga-NOS,PLN,26,1608,50,14,4,32,7.05
3896,Eduardo Salvio,2017/2018,Benfica,Europe-UEFA-Champions-League,UCL,5,398,10,6,1,3,6.82
3897,Eduardo Salvio,2016/2017,Benfica,Portugal-Liga-NOS,PLN,29,2010,73,28,3,42,7.22
3898,Eduardo Salvio,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,8,628,18,7,1,10,7.04
3899,Eduardo Salvio,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,3,92,2,2,-,-,6.55
3900,Eduardo Salvio,2014/2015,Benfica,Europe-UEFA-Champions-League,UCL,5,450,13,4,-,9,7.08
3901,Eduardo Salvio,2013/2014,Benfica,Europe-UEFA-Europa-League,UEL,6,361,8,1,-,7,7.47
3902,Eduardo Salvio,2012/2013,Benfica,Europe-UEFA-Europa-League,UEL,8,544,14,2,-,12,6.71
3903,Eduardo Salvio,2012/2013,Benfica,Europe-UEFA-Champions-League,UCL,5,450,16,10,-,6,7.27
3904,Eduardo Salvio,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,31,1623,43,15,2,26,6.83
3905,Eduardo Salvio,2010/2011,Benfica,Europe-UEFA-Champions-League,UCL,5,226,4,3,-,1,6.49
3906,Eduardo Salvio,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,13,562,14,6,-,8,6.71
3907,Antoine Griezmann,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,32,2530,72,27,5,40,7.38
3908,Antoine Griezmann,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,631,29,12,1,16,7.91
3909,Antoine Griezmann,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,529,18,7,-,11,6.98
3910,Antoine Griezmann,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,36,3067,88,38,10,40,7.37
3911,Antoine Griezmann,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,1068,30,8,3,19,7.35
3912,Antoine Griezmann,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,38,3058,92,33,11,48,7.5
3913,Antoine Griezmann,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,13,1075,34,14,5,15,7.52
3914,Antoine Griezmann,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,37,2473,78,16,13,49,7.15
3915,Antoine Griezmann,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,507,16,6,1,9,6.87
3916,Antoine Griezmann,2016,France,International-European-Championship,UEC,7,525,28,3,1,24,7.83
3917,Antoine Griezmann,2013/2014,Real Sociedad,Spain-La-Liga,SLL,35,2666,111,40,12,59,7.22
3918,Antoine Griezmann,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,493,18,13,-,5,6.8
3919,Antoine Griezmann,2014,France,International-FIFA-World-Cup,WC,5,295,7,2,2,3,6.8
3920,Antoine Griezmann,2012/2013,Real Sociedad,Spain-La-Liga,SLL,34,2859,93,38,10,45,7.12
3921,Antoine Griezmann,2011/2012,Real Sociedad,Spain-La-Liga,SLL,35,2621,93,34,7,52,7.21
3922,Antoine Griezmann,2010/2011,Real Sociedad,Spain-La-Liga,SLL,37,2869,75,27,6,42,7.01
3923,Victor Moses,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,4,337,3,2,-,1,6.65
3924,Victor Moses,2017/2018,Chelsea,England-Premier-League,EPL,28,2119,35,9,3,23,6.9
3925,Victor Moses,2016/2017,Chelsea,England-Premier-League,EPL,34,2498,45,12,-,33,7.22
3926,Victor Moses,2015/2016,West Ham,England-Premier-League,EPL,21,982,22,8,-,14,6.52
3927,Victor Moses,2014/2015,Stoke,England-Premier-League,EPL,19,1455,41,21,4,16,7.45
3928,Victor Moses,2013/2014,Liverpool,England-Premier-League,EPL,19,644,11,3,3,5,6.35
3929,Victor Moses,2014,Nigeria,International-FIFA-World-Cup,WC,2,141,2,1,-,1,6.44
3930,Victor Moses,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,6,426,13,4,2,7,7.72
3931,Victor Moses,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,4,196,7,-,3,4,6.67
3932,Victor Moses,2012/2013,Chelsea,England-Premier-League,EPL,23,1125,26,8,2,16,6.56
3933,Victor Moses,2012/2013,Wigan,England-Premier-League,EPL,1,90,2,1,-,1,6.45
3934,Victor Moses,2011/2012,Wigan,England-Premier-League,EPL,38,3217,103,39,5,59,6.91
3935,Victor Moses,2010/2011,Wigan,England-Premier-League,EPL,21,812,24,11,2,11,6.58
3936,Victor Moses,2009/2010,Wigan,England-Premier-League,EPL,14,432,14,5,1,8,6.51
3937,Pontus Jansson,2017/2018,Leeds,England-Championship,EC,42,3560,25,1,5,19,7.12
3938,Pontus Jansson,2016/2017,Leeds,England-Championship,EC,34,3014,21,1,4,16,7.57
3939,Pontus Jansson,2015/2016,Torino,Italy-Serie-A,ISA,7,614,6,1,-,5,6.9
3940,Pontus Jansson,2014/2015,Torino,Italy-Serie-A,ISA,9,625,1,-,1,-,6.61
3941,Pontus Jansson,2014/2015,Torino,Europe-UEFA-Europa-League,UEL,5,391,4,-,2,2,6.91
3942,Jordan Henderson,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,10,868,2,2,-,-,6.86
3943,Jordan Henderson,2017/2018,Liverpool,England-Premier-League,EPL,27,2173,15,11,-,4,6.95
3944,Jordan Henderson,2016/2017,Liverpool,England-Premier-League,EPL,24,2118,17,14,-,3,7.3
3945,Jordan Henderson,2015/2016,Liverpool,Europe-UEFA-Europa-League,UEL,6,464,8,5,-,3,6.71
3946,Jordan Henderson,2015/2016,Liverpool,England-Premier-League,EPL,17,1293,26,18,-,8,7.14
3947,Jordan Henderson,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,5,427,9,3,1,5,6.81
3948,Jordan Henderson,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,1,90,4,3,-,1,7.73
3949,Jordan Henderson,2014/2015,Liverpool,England-Premier-League,EPL,37,3256,50,31,1,18,7.14
3950,Jordan Henderson,2016,England,International-European-Championship,UEC,1,90,2,1,-,1,7.33
3951,Jordan Henderson,2013/2014,Liverpool,England-Premier-League,EPL,35,3129,49,20,2,27,7.2
3952,Jordan Henderson,2014,England,International-FIFA-World-Cup,WC,2,160,3,3,-,-,6.71
3953,Jordan Henderson,2013,England U21,International-EURO-U-21,IEU,3,225,6,5,-,1,6.34
3954,Jordan Henderson,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,7,575,15,5,-,10,6.91
3955,Jordan Henderson,2012/2013,Liverpool,England-Premier-League,EPL,30,1529,33,19,3,11,6.81
3956,Jordan Henderson,2012,England,International-European-Championship,UEC,1,12,-,-,-,-,5.99
3957,Jordan Henderson,2011/2012,Liverpool,England-Premier-League,EPL,37,2666,40,25,-,15,6.67
3958,Jordan Henderson,2010/2011,Sunderland,England-Premier-League,EPL,37,3219,45,32,-,13,7.05
3959,Jordan Henderson,2009/2010,Sunderland,England-Premier-League,EPL,33,2189,32,20,-,12,6.73
3960,Karim Laribi,2015/2016,Sassuolo,Italy-Serie-A,ISA,11,484,10,9,-,1,6.38
3961,Karim Laribi,2013/2014,Sassuolo,Italy-Serie-A,ISA,10,419,12,10,-,2,6.53
3962,Wahbi Khazri,2017/2018,Sunderland,England-Championship,EC,3,70,1,1,-,-,6.06
3963,Wahbi Khazri,2017/2018,Rennes,France-Ligue-1,FL1,24,1927,65,33,3,29,7.0
3964,Wahbi Khazri,2016/2017,Sunderland,England-Premier-League,EPL,21,839,23,19,-,4,6.29
3965,Wahbi Khazri,2015/2016,Bordeaux,Europe-UEFA-Europa-League,UEL,4,140,5,2,-,3,6.29
3966,Wahbi Khazri,2015/2016,Bordeaux,France-Ligue-1,FL1,20,1588,40,21,2,17,7.44
3967,Wahbi Khazri,2015/2016,Sunderland,England-Premier-League,EPL,14,1078,24,20,-,4,6.98
3968,Wahbi Khazri,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,4,310,8,6,-,2,6.47
3969,Wahbi Khazri,2014/2015,Bordeaux,France-Ligue-1,FL1,32,2385,76,41,2,33,6.99
3970,Wahbi Khazri,2013/2014,SC Bastia,France-Ligue-1,FL1,32,2265,75,47,-,28,6.86
3971,Wahbi Khazri,2012/2013,SC Bastia,France-Ligue-1,FL1,29,2042,56,38,-,18,7.08
3972,Frank Fabra,2017/2018,Boca Juniors,Argentina-Primera-División,APD,22,1936,11,5,1,5,7.45
3973,Frank Fabra,2016/2017,Boca Juniors,Argentina-Primera-División,APD,20,1614,14,5,1,8,7.06
3974,Frank Fabra,2016,Boca Juniors,Argentina-Primera-División,APD,2,99,-,-,-,-,6.23
3975,Salif Sané,2017/2018,Hannover 96,Germany-Bundesliga,GB,32,2880,28,10,3,15,7.34
3976,Salif Sané,2016/2017,Hannover 96,Germany-Bundesliga-II,GB2,28,2337,28,10,-,18,7.45
3977,Salif Sané,2015/2016,Hannover 96,Germany-Bundesliga,GB,31,2752,37,19,1,17,7.24
3978,Salif Sané,2014/2015,Hannover 96,Germany-Bundesliga,GB,18,1438,21,11,-,10,7.42
3979,Salif Sané,2013/2014,Hannover 96,Germany-Bundesliga,GB,19,1410,11,2,-,9,7.07
3980,Salif Sané,2012/2013,Nancy,France-Ligue-1,FL1,34,3060,34,18,-,16,7.17
3981,Salif Sané,2011/2012,Nancy,France-Ligue-1,FL1,32,2693,24,17,-,7,7.0
3982,Salif Sané,2010/2011,Bordeaux,France-Ligue-1,FL1,4,272,1,1,-,-,6.65
3983,Lucas Vázquez,2017/2018,Real Madrid,Spain-La-Liga,SLL,33,1670,33,11,2,20,6.91
3984,Lucas Vázquez,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,10,545,6,1,-,5,7.08
3985,Lucas Vázquez,2016/2017,Real Madrid,Spain-La-Liga,SLL,33,1386,30,3,3,24,6.82
3986,Lucas Vázquez,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,10,336,9,1,-,8,6.64
3987,Lucas Vázquez,2015/2016,Real Madrid,Spain-La-Liga,SLL,25,1231,23,5,1,17,7.21
3988,Lucas Vázquez,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,7,300,4,2,-,2,6.7
3989,Lucas Vázquez,2014/2015,Espanyol,Spain-La-Liga,SLL,34,2660,37,18,1,18,7.12
3990,Lucas Vázquez,2016,Spain,International-European-Championship,UEC,1,20,-,-,-,-,6.38
3991,Christian Cueva,2018,Sao Paulo,Brazil-Brasileirão,BSA,3,177,1,1,-,-,7.21
3992,Christian Cueva,2017,Sao Paulo,Brazil-Brasileirão,BSA,28,2035,33,15,1,17,6.89
3993,Christian Cueva,2016,Sao Paulo,Brazil-Brasileirão,BSA,24,2021,39,15,1,23,7.23
3994,Christian Cueva,2015,Peru,International-Copa-America,ICA,6,454,8,3,2,3,7.27
3995,Christian Cueva,2013/2014,Rayo Vallecan..,Spain-La-Liga,SLL,1,27,-,-,-,-,6.14
3996,Brian Idowu,2017/2018,Amkar,Russia-Premier-League,RPL,27,2365,24,12,-,12,6.44
3997,Brian Idowu,2016/2017,Amkar,Russia-Premier-League,RPL,26,2262,21,10,1,10,6.67
3998,Brian Idowu,2015/2016,Amkar,Russia-Premier-League,RPL,22,1413,9,1,1,7,6.33
3999,Brian Idowu,2014/2015,Amkar,Russia-Premier-League,RPL,11,318,4,-,-,4,6.17
4000,Yeltsin Tejeda,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,27,2003,17,14,-,3,6.69
4001,Yeltsin Tejeda,2014,Costa Rica,International-FIFA-World-Cup,WC,5,389,1,-,-,1,6.81
4002,Neymar,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,630,28,12,1,15,9.11
4003,Neymar,2017/2018,Paris Saint G..,France-Ligue-1,FL1,20,1788,90,35,6,49,8.95
4004,Neymar,2016/2017,Barcelona,Spain-La-Liga,SLL,30,2652,105,35,5,65,8.52
4005,Neymar,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,797,20,8,-,12,8.24
4006,Neymar,2015/2016,Barcelona,Spain-La-Liga,SLL,34,3057,124,28,13,83,8.43
4007,Neymar,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,35,10,1,24,8.24
4008,Neymar,2015,Brazil,International-Copa-America,ICA,2,180,8,3,-,5,7.56
4009,Neymar,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2573,95,18,9,68,7.96
4010,Neymar,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1027,33,6,2,25,7.92
4011,Neymar,2013/2014,Barcelona,Spain-La-Liga,SLL,26,1742,68,16,6,46,7.51
4012,Neymar,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,10,774,37,9,3,25,7.68
4013,Neymar,2014,Brazil,International-FIFA-World-Cup,WC,5,428,17,8,-,9,8.09
4014,Neymar,2013,Santos FC,Brazil-Brasileirão,BSA,1,90,6,4,-,2,7.39
4015,Neymar,2013,Brazil,International-Confederations-Cup,ICC,5,413,15,5,-,10,8.29
4016,Kevin De Bruyne,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,667,17,13,-,4,7.66
4017,Kevin De Bruyne,2017/2018,Manchester Ci..,England-Premier-League,EPL,37,3085,94,72,-,22,7.8
4018,Kevin De Bruyne,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,539,10,6,1,3,7.19
4019,Kevin De Bruyne,2016/2017,Manchester Ci..,England-Premier-League,EPL,36,2885,86,54,3,29,7.55
4020,Kevin De Bruyne,2015/2016,Wolfsburg,Germany-Bundesliga,GB,2,165,4,1,-,3,6.69
4021,Kevin De Bruyne,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,10,712,14,7,-,7,6.9
4022,Kevin De Bruyne,2015/2016,Manchester Ci..,England-Premier-League,EPL,25,2004,49,27,1,21,7.45
4023,Kevin De Bruyne,2014/2015,Wolfsburg,Germany-Bundesliga,GB,34,3052,96,55,1,40,7.95
4024,Kevin De Bruyne,2014/2015,Wolfsburg,Europe-UEFA-Europa-League,UEL,11,982,38,23,-,15,7.95
4025,Kevin De Bruyne,2016,Belgium,International-European-Championship,UEC,5,450,21,16,-,5,7.97
4026,Kevin De Bruyne,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,3,26,-,-,-,-,6.08
4027,Kevin De Bruyne,2013/2014,Wolfsburg,Germany-Bundesliga,GB,16,1420,33,19,-,14,7.71
4028,Kevin De Bruyne,2013/2014,Chelsea,England-Premier-League,EPL,3,132,4,4,-,-,6.62
4029,Kevin De Bruyne,2014,Belgium,International-FIFA-World-Cup,WC,4,360,10,9,-,1,7.31
4030,Kevin De Bruyne,2012/2013,Werder Bremen,Germany-Bundesliga,GB,33,2966,89,48,2,39,7.57
4031,Kevin De Bruyne,2011/2012,Genk,Europe-UEFA-Champions-League,UCL,4,360,8,5,-,3,5.92
4032,Thomas Meunier,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,24,-,-,-,-,5.86
4033,Thomas Meunier,2017/2018,Paris Saint G..,France-Ligue-1,FL1,24,1573,11,2,-,9,7.09
4034,Thomas Meunier,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,454,5,2,-,3,7.0
4035,Thomas Meunier,2016/2017,Paris Saint G..,France-Ligue-1,FL1,22,1692,21,12,-,9,7.39
4036,Thomas Meunier,2015/2016,Club Bruges,Europe-UEFA-Europa-League,UEL,6,470,4,1,-,3,7.14
4037,Thomas Meunier,2014/2015,Club Bruges,Europe-UEFA-Europa-League,UEL,8,708,6,3,-,3,7.23
4038,Thomas Meunier,2016,Belgium,International-European-Championship,UEC,4,360,4,-,1,3,7.25
4039,Thomas Meunier,2012/2013,Club Bruges,Europe-UEFA-Europa-League,UEL,2,121,1,-,-,1,6.38
4040,Ferjani Sassi,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,3,196,3,-,-,3,6.63
4041,Ferjani Sassi,2014/2015,Metz,France-Ligue-1,FL1,13,953,15,7,2,6,6.75
4042,Fakhreddine Ben Youssef,2014/2015,Metz,,FL1,6,235,7,3,-,4,6.34
4043,Johan Mojica,2017/2018,Girona,Spain-La-Liga,SLL,30,2132,22,14,-,8,6.74
4044,Johan Mojica,2013/2014,Rayo Vallecan..,Spain-La-Liga,SLL,12,736,4,2,-,2,6.63
4045,Paul Pogba,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,5,279,5,5,-,-,6.83
4046,Paul Pogba,2017/2018,Manchester Un..,England-Premier-League,EPL,27,2151,76,46,6,24,7.48
4047,Paul Pogba,2016/2017,Manchester Un..,England-Premier-League,EPL,30,2610,92,55,3,34,7.72
4048,Paul Pogba,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,15,1233,43,32,2,9,7.69
4049,Paul Pogba,2015/2016,Juventus,Italy-Serie-A,ISA,35,3019,124,82,6,36,7.81
4050,Paul Pogba,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,8,720,24,15,1,8,7.63
4051,Paul Pogba,2014/2015,Juventus,Italy-Serie-A,ISA,26,2110,56,35,1,20,7.67
4052,Paul Pogba,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,10,833,14,9,1,4,7.26
4053,Paul Pogba,2016,France,International-European-Championship,UEC,7,572,16,12,-,4,7.45
4054,Paul Pogba,2013/2014,Juventus,Italy-Serie-A,ISA,36,3068,73,44,3,26,7.65
4055,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,6,540,16,10,2,4,7.21
4056,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,8,517,15,6,-,9,7.15
4057,Paul Pogba,2014,France,International-FIFA-World-Cup,WC,5,355,10,5,1,4,7.39
4058,Paul Pogba,2012/2013,Juventus,Italy-Serie-A,ISA,27,1732,56,35,6,15,7.42
4059,Paul Pogba,2012/2013,Juventus,Europe-UEFA-Champions-League,UCL,8,338,6,4,-,2,6.64
4060,Paul Pogba,2011/2012,Manchester Un..,England-Premier-League,EPL,3,67,4,1,-,3,6.56
4061,Mohamed Elneny,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,12,838,10,8,-,2,7.01
4062,Mohamed Elneny,2017/2018,Arsenal,England-Premier-League,EPL,13,870,8,5,-,3,6.47
4063,Mohamed Elneny,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,5,81,-,-,-,-,6.28
4064,Mohamed Elneny,2016/2017,Arsenal,England-Premier-League,EPL,14,694,15,10,-,5,6.53
4065,Mohamed Elneny,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,5,450,9,7,-,2,7.7
4066,Mohamed Elneny,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,1,90,3,2,-,1,8.28
4067,Mohamed Elneny,2015/2016,Arsenal,England-Premier-League,EPL,11,794,13,10,-,3,6.75
4068,Mohamed Elneny,2014/2015,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,713,12,10,-,2,6.59
4069,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,3,167,2,2,-,-,6.39
4070,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,6,410,2,2,-,-,6.63
4071,Mohamed Elneny,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,8,460,8,7,1,-,6.43
4072,Naïm Sliti,2017/2018,Dijon,France-Ligue-1,FL1,31,2297,58,35,2,21,7.31
4073,Naïm Sliti,2016/2017,Lille,France-Ligue-1,FL1,16,953,23,16,-,7,6.94
4074,Jacek Góralski,2017/2018,Ludogorets Ra..,,UEL,7,485,2,1,-,1,7.01
4075,Moussa Konaté,2017/2018,Amiens,France-Ligue-1,FL1,33,2482,68,14,14,40,6.64
4076,Moussa Konaté,2015/2016,FC Sion,Europe-UEFA-Europa-League,UEL,7,608,16,3,2,11,6.81
4077,Moussa Konaté,2013/2014,Genoa,Italy-Serie-A,ISA,25,1209,34,11,2,21,6.42
4078,Raphaël Guerreiro,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,9,547,9,3,-,6,6.78
4079,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,1,28,-,-,-,-,6.29
4080,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,3,252,2,-,-,2,6.66
4081,Raphaël Guerreiro,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,24,1483,33,14,2,17,7.18
4082,Raphaël Guerreiro,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,502,8,6,-,2,7.1
4083,Raphaël Guerreiro,2015/2016,Lorient,France-Ligue-1,FL1,34,2506,39,24,1,14,6.93
4084,Raphaël Guerreiro,2015,Portugal U21,International-EURO-U-21,IEU,5,424,4,4,-,-,7.09
4085,Raphaël Guerreiro,2014/2015,Lorient,France-Ligue-1,FL1,34,2769,53,28,3,22,7.01
4086,Raphaël Guerreiro,2016,Portugal,International-European-Championship,UEC,5,450,2,1,-,1,7.1
4087,Raphaël Guerreiro,2013/2014,Lorient,France-Ligue-1,FL1,33,2970,24,16,-,8,6.85
4088,Yannick Carrasco,2018,Dalian Yifang,China-Super-league,CSl,11,990,38,25,-,13,7.16
4089,Yannick Carrasco,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,17,900,26,12,-,14,6.91
