,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Rating
4607,Leroy Sané,2014/2015,Schalke 04,Germany-Bundesliga,GB,13,607,-,-,-,-,-,-,-,6.64
4608,Leroy Sané,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,61,-,-,-,-,-,-,-,7.67
4609,Leroy Sané,2016,Germany,International-European-Championship,UEC,1,11,-,-,-,-,-,-,-,5.95
4610,Leroy Sané,2013/2014,Schalke 04,Germany-Bundesliga,GB,1,16,-,-,-,-,-,-,-,6.31
4611,Ramadan Sobhi,2017/2018,Stoke,England-Premier-League,EPL,24,1234,-,-,-,-,-,-,-,6.46
4612,Ramadan Sobhi,2016/2017,Stoke,England-Premier-League,EPL,17,849,-,-,-,-,-,1,1,6.48
4613,Rodrigo Bentancur,2017/2018,Juventus,Italy-Serie-A,ISA,20,568,-,-,-,-,-,-,-,6.41
4614,Rodrigo Bentancur,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,5,291,-,-,-,-,-,-,-,6.51
4615,Rodrigo Bentancur,2016/2017,Boca Juniors,Argentina-Primera-División,APD,22,1836,1,-,-,-,-,2,3,7.03
4616,Rodrigo Bentancur,2016,Boca Juniors,Argentina-Primera-División,APD,11,669,-,-,-,-,-,-,-,6.6
4617,Maxi Gómez,2017/2018,Celta Vigo,,SLL,36,3078,-,-,-,-,-,4,4,6.95
4618,Saeid Ezatolahi,2017/2018,Amkar,Russia-Premier-League,RPL,15,996,-,-,-,-,-,-,-,6.99
4619,Saeid Ezatolahi,2016/2017,FC Rostov,Russia-Premier-League,RPL,10,515,-,-,-,-,-,-,-,6.53
4620,Saeid Ezatolahi,2016/2017,Anzhi Makhach..,Russia-Premier-League,RPL,10,404,-,-,-,-,-,-,-,6.55
4621,Saeid Ezatolahi,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,2,2,-,-,-,-,-,-,-,6.0
4622,Saeid Ezatolahi,2015/2016,FC Rostov,Russia-Premier-League,RPL,1,8,-,-,-,-,-,-,-,6.05
4623,Youssef Aït Bennasser,2017/2018,Caen,France-Ligue-1,FL1,27,2054,-,-,-,-,-,-,-,6.72
4624,Youssef Aït Bennasser,2016/2017,Nancy,France-Ligue-1,FL1,26,1934,-,-,-,-,-,1,1,6.69
4625,Sofyan Amrabat,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,6,528,-,-,-,-,-,-,-,6.59
4626,Sofyan Amrabat,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,21,1190,-,-,-,-,-,2,2,6.73
4627,Sofyan Amrabat,2016/2017,FC Utrecht,Netherlands-Eredivisie,NE,34,2823,1,-,1,-,-,3,5,7.06
4628,Sofyan Amrabat,2015/2016,FC Utrecht,Netherlands-Eredivisie,NE,11,640,1,-,-,-,-,1,2,6.75
4629,Sofyan Amrabat,2014/2015,FC Utrecht,Netherlands-Eredivisie,NE,4,205,-,-,-,-,-,-,-,6.53
4630,Rúben Dias,2017/2018,Benfica,Portugal-Liga-NOS,PLN,24,2151,-,-,-,-,-,-,-,6.95
4631,Rúben Dias,2017/2018,Benfica,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,-,-,-,6.55
4632,Gonçalo Guedes,2017/2018,Valencia,Spain-La-Liga,SLL,33,2444,1,-,2,-,-,6,9,7.16
4633,Gonçalo Guedes,2017/2018,Paris Saint G..,France-Ligue-1,FL1,1,4,-,-,-,-,-,-,-,6.19
4634,Gonçalo Guedes,2016/2017,Benfica,Portugal-Liga-NOS,PLN,16,1195,-,-,-,-,-,2,2,7.07
4635,Gonçalo Guedes,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,6,422,-,-,-,-,-,-,-,7.22
4636,Gonçalo Guedes,2016/2017,Paris Saint G..,France-Ligue-1,FL1,7,140,-,-,-,-,-,1,1,6.28
4637,Gonçalo Guedes,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,7,496,-,-,-,-,-,-,-,6.86
4638,Ousmane Dembélé,2017/2018,Barcelona,Spain-La-Liga,SLL,17,931,1,-,-,-,-,5,6,7.15
4639,Ousmane Dembélé,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,3,143,-,-,-,-,-,-,-,6.91
4640,Ousmane Dembélé,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,32,2042,3,-,3,-,-,6,12,7.44
4641,Ousmane Dembélé,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,10,770,1,-,-,-,-,5,6,7.5
4642,Ousmane Dembélé,2015/2016,Rennes,France-Ligue-1,FL1,26,1937,1,1,1,-,-,3,5,7.55
4643,Duje Caleta-Car,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,13,1170,-,-,-,-,-,2,2,6.85
4644,Duje Caleta-Car,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,7.25
4645,Duje Caleta-Car,2014/2015,Salzburg,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,-,-,-,-,6.69
4646,Ola Aina,2017/2018,Hull,England-Championship,EC,44,3823,2,-,-,-,-,1,3,7.09
4647,Ola Aina,2016/2017,Chelsea,England-Premier-League,EPL,3,25,-,-,-,-,-,-,-,6.12
4648,Chidozie Awaziem,2017/2018,Nantes,,FL1,22,1510,-,-,-,-,-,1,1,6.7
4649,Wilfred Ndidi,2017/2018,Leicester,England-Premier-League,EPL,33,2899,-,-,-,-,-,3,3,7.14
4650,Wilfred Ndidi,2016/2017,Leicester,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,-,-,-,7.15
4651,Wilfred Ndidi,2016/2017,Leicester,England-Premier-League,EPL,17,1522,-,-,-,-,-,1,1,7.26
4652,Wilfred Ndidi,2016/2017,Genk,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,-,-,8.19
4653,Gabriel Jesus,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,618,-,-,-,-,-,-,-,6.81
4654,Gabriel Jesus,2017/2018,Manchester Ci..,England-Premier-League,EPL,29,1673,-,-,-,-,-,3,3,7.05
4655,Gabriel Jesus,2016/2017,Manchester Ci..,England-Premier-League,EPL,10,651,-,-,-,-,-,4,4,7.48
4656,Gabriel Jesus,2016,Palmeiras,Brazil-Brasileirão,BSA,27,2319,1,-,-,-,-,4,5,7.43
4657,Gabriel Jesus,2015,Palmeiras,Brazil-Brasileirão,BSA,20,1300,-,-,-,-,-,3,3,6.8
4658,Youri Tielemans,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,4,311,-,-,-,-,-,-,-,6.79
4659,Youri Tielemans,2017/2018,Monaco,France-Ligue-1,FL1,27,1567,1,-,-,-,-,-,1,6.84
4660,Youri Tielemans,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,917,-,-,-,-,-,-,-,7.33
4661,Youri Tielemans,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,9,496,-,-,1,-,-,-,1,6.49
4662,Youri Tielemans,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,6,471,-,-,-,-,-,-,-,7.02
4663,Youri Tielemans,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,161,-,-,-,-,-,-,-,6.71
4664,Youri Tielemans,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,4,190,-,-,-,-,-,-,-,5.9
4665,Dawid Kownacki,2017/2018,Sampdoria,Italy-Serie-A,ISA,22,811,-,-,-,-,-,1,1,6.51
4666,Dawid Kownacki,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,4,210,-,-,-,-,-,-,-,6.33
4667,Hamza Mendyl,2017/2018,Lille,France-Ligue-1,FL1,12,851,-,-,-,-,-,-,-,6.31
4668,Hamza Mendyl,2016/2017,Lille,France-Ligue-1,FL1,1,11,-,-,-,-,-,-,-,6.16
4669,Albert Guðmundsson,2017/2018,PSV Eindhoven,,NE,9,176,1,-,-,-,-,1,2,6.55
4670,Marcus Rashford,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,345,1,1,-,-,-,-,1,6.94
4671,Marcus Rashford,2017/2018,Manchester Un..,England-Premier-League,EPL,35,1810,2,-,1,1,-,2,5,6.76
4672,Marcus Rashford,2016/2017,Manchester Un..,England-Premier-League,EPL,32,1703,-,-,-,-,-,1,1,6.58
4673,Marcus Rashford,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,11,737,-,-,-,-,-,2,2,6.72
4674,Marcus Rashford,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,-,-,-,-,-,-,-,7.48
4675,Marcus Rashford,2015/2016,Manchester Un..,England-Premier-League,EPL,11,862,-,-,-,-,-,2,2,6.94
4676,Marcus Rashford,2016,England,International-European-Championship,UEC,2,21,-,-,-,-,-,-,-,6.47
4677,Ismaïla Sarr,2017/2018,Rennes,France-Ligue-1,FL1,24,1866,1,-,-,-,-,2,3,6.92
4678,Ismaïla Sarr,2016/2017,Metz,France-Ligue-1,FL1,31,1941,1,-,-,-,-,-,1,6.7
4679,Federico Valverde,2017/2018,Deportivo La ..,,SLL,24,1230,-,-,-,-,-,-,-,6.32
4680,Achraf Hakimi,2017/2018,Real Madrid,Spain-La-Liga,SLL,9,757,-,-,-,-,-,-,-,7.34
4681,Achraf Hakimi,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,-,-,-,6.29
4682,Francis Uzoho,2017/2018,Deportivo La ..,,SLL,2,180,-,-,-,-,-,-,-,7.1
4683,Trent Alexander-Arnold,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,10,821,1,-,-,-,-,-,1,7.07
4684,Trent Alexander-Arnold,2017/2018,Liverpool,England-Premier-League,EPL,19,1576,-,-,-,-,-,1,1,7.02
4685,Trent Alexander-Arnold,2016/2017,Liverpool,England-Premier-League,EPL,7,166,-,-,-,-,-,-,-,6.2
4686,Kylian Mbappé,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,658,-,-,-,-,-,3,3,7.91
4687,Kylian Mbappé,2017/2018,Paris Saint G..,France-Ligue-1,FL1,27,2097,1,-,-,-,-,7,8,7.54
4688,Kylian Mbappé,2017/2018,Monaco,France-Ligue-1,FL1,1,75,-,-,-,-,-,-,-,7.51
4689,Kylian Mbappé,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,9,536,-,-,-,-,-,-,-,7.16
4690,Kylian Mbappé,2016/2017,Monaco,France-Ligue-1,FL1,29,1501,1,-,1,-,-,6,8,7.22
4691,Kylian Mbappé,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,1,34,-,-,-,-,-,1,1,6.09
4692,Kylian Mbappé,2015/2016,Monaco,France-Ligue-1,FL1,11,288,-,-,-,-,-,1,1,6.34
4693,Aleksandar Kolarov,2017/2018,Roma,Italy-Serie-A,ISA,35,3061,6,-,-,1,-,2,8,7.52
4694,Aleksandar Kolarov,2017/2018,Roma,Europe-UEFA-Champions-League,UCL,12,1080,1,-,-,1,-,2,3,7.32
4695,Aleksandar Kolarov,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,1,-,-,-,-,1,2,7.02
4696,Aleksandar Kolarov,2016/2017,Manchester Ci..,England-Premier-League,EPL,29,2533,-,-,-,-,-,1,1,7.3
4697,Aleksandar Kolarov,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,392,-,-,-,-,-,-,-,6.84
4698,Aleksandar Kolarov,2015/2016,Manchester Ci..,England-Premier-League,EPL,29,2282,2,1,-,1,-,1,3,7.14
4699,Aleksandar Kolarov,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,183,-,-,-,-,-,-,-,6.62
4700,Aleksandar Kolarov,2014/2015,Manchester Ci..,England-Premier-League,EPL,21,1486,3,2,-,-,-,-,3,7.32
4701,Aleksandar Kolarov,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,531,-,-,-,-,-,-,-,7.0
4702,Aleksandar Kolarov,2013/2014,Manchester Ci..,England-Premier-League,EPL,30,1971,5,-,-,-,-,2,7,7.12
4703,Aleksandar Kolarov,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,166,-,-,-,-,-,-,-,6.59
4704,Aleksandar Kolarov,2012/2013,Manchester Ci..,England-Premier-League,EPL,20,1051,1,-,-,-,-,1,2,6.8
4705,Aleksandar Kolarov,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,280,-,-,-,-,-,-,-,7.03
4706,Aleksandar Kolarov,2011/2012,Manchester Ci..,England-Premier-League,EPL,12,821,3,-,-,-,-,1,4,7.18
4707,Aleksandar Kolarov,2010/2011,Manchester Ci..,England-Premier-League,EPL,24,1717,-,-,-,-,-,-,-,6.89
4708,Aleksandar Kolarov,2009/2010,Lazio,Italy-Serie-A,ISA,33,2926,2,1,-,-,-,1,3,7.21
4709,Antonio Rukavina,2017/2018,Villarreal,Spain-La-Liga,SLL,17,1270,-,-,-,-,-,-,-,6.56
4710,Antonio Rukavina,2017/2018,Villarreal,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,6.59
4711,Antonio Rukavina,2016/2017,Villarreal,Spain-La-Liga,SLL,4,271,-,-,-,-,-,-,-,6.51
4712,Antonio Rukavina,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,1,1,6.57
4713,Antonio Rukavina,2015/2016,Villarreal,Spain-La-Liga,SLL,18,1346,-,-,-,-,-,-,-,6.61
4714,Antonio Rukavina,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,10,887,1,-,-,-,-,1,2,7.07
4715,Antonio Rukavina,2014/2015,Villarreal,Spain-La-Liga,SLL,21,1408,-,-,-,-,-,-,-,6.54
4716,Antonio Rukavina,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,4,285,-,-,-,-,-,-,-,6.51
4717,Antonio Rukavina,2013/2014,Valladolid,Spain-La-Liga,SLL,34,3062,1,-,-,-,-,-,1,6.79
4718,Antonio Rukavina,2012/2013,Valladolid,Spain-La-Liga,SLL,37,3315,2,-,-,-,-,-,2,6.66
4719,Yann Sommer,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,30,2627,-,-,-,-,-,-,-,6.79
4720,Yann Sommer,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,-,-,-,6.65
4721,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.69
4722,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,-,-,-,7.05
4723,Yann Sommer,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,32,2880,-,-,-,-,-,-,-,6.63
4724,Yann Sommer,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.53
4725,Yann Sommer,2014/2015,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,-,-,-,7.08
4726,Yann Sommer,2014/2015,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,-,-,-,6.9
4727,Yann Sommer,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,-,-,-,7.06
4728,Yann Sommer,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.71
4729,Yann Sommer,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,-,-,7.6
4730,Yann Sommer,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,14,1260,-,-,-,-,-,-,-,6.99
4731,Yann Sommer,2011/2012,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,6.89
4732,Roman Bürki,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,33,2970,-,-,-,-,-,-,-,6.58
4733,Roman Bürki,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,-,-,-,6.11
4734,Roman Bürki,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.51
4735,Roman Bürki,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,27,2430,-,-,-,-,-,-,-,6.67
4736,Roman Bürki,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,6.5
4737,Roman Bürki,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,33,2970,-,-,-,-,-,-,-,6.56
4738,Roman Bürki,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,7.32
4739,Roman Bürki,2014/2015,Freiburg,Germany-Bundesliga,GB,34,3060,-,-,-,-,-,-,-,7.09
4740,Gregor Kobel,2017/2018,Hoffenheim,,UEL,1,90,-,-,-,-,-,-,-,6.33
4741,Yvon Mvogo,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,1,90,-,-,-,-,-,-,-,6.25
4742,Yvon Mvogo,2016/2017,BSC Young Boy..,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,-,-,6.39
4743,Yvon Mvogo,2014/2015,BSC Young Boy..,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,-,-,-,-,6.86
4744,Stephan Lichtsteiner,2017/2018,Juventus,Italy-Serie-A,ISA,27,1715,-,-,-,-,-,2,2,6.59
4745,Stephan Lichtsteiner,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,2,102,1,-,-,-,-,-,1,6.88
4746,Stephan Lichtsteiner,2016/2017,Juventus,Italy-Serie-A,ISA,26,1871,1,-,-,-,-,1,2,6.65
4747,Stephan Lichtsteiner,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,1,73,-,-,-,-,-,-,-,6.69
4748,Stephan Lichtsteiner,2015/2016,Juventus,Italy-Serie-A,ISA,26,1832,1,-,-,-,-,-,1,6.72
4749,Stephan Lichtsteiner,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,6,526,-,-,-,-,-,-,-,6.8
4750,Stephan Lichtsteiner,2014/2015,Juventus,Italy-Serie-A,ISA,32,2452,2,-,-,-,-,3,5,6.94
4751,Stephan Lichtsteiner,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,13,1169,-,-,-,-,-,-,-,6.8
4752,Stephan Lichtsteiner,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,-,-,-,6.62
4753,Stephan Lichtsteiner,2013/2014,Juventus,Italy-Serie-A,ISA,27,2121,5,-,-,-,-,3,8,6.93
4754,Stephan Lichtsteiner,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,3,223,-,-,-,-,-,-,-,6.12
4755,Stephan Lichtsteiner,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,4,206,-,-,-,-,-,-,-,6.54
4756,Stephan Lichtsteiner,2014,Switzerland,International-FIFA-World-Cup,WC,4,360,-,-,-,-,-,1,1,6.91
4757,Stephan Lichtsteiner,2012/2013,Juventus,Italy-Serie-A,ISA,28,2074,1,-,-,-,-,1,2,6.94
4758,Stephan Lichtsteiner,2012/2013,Juventus,Europe-UEFA-Champions-League,UCL,6,506,-,-,-,-,-,-,-,6.83
4759,Stephan Lichtsteiner,2011/2012,Juventus,Italy-Serie-A,ISA,35,2966,-,-,1,-,-,1,2,6.97
4760,Stephan Lichtsteiner,2010/2011,Lazio,Italy-Serie-A,ISA,34,2918,1,-,1,-,-,-,2,7.05
4761,Stephan Lichtsteiner,2009/2010,Lazio,Italy-Serie-A,ISA,33,2423,-,-,-,-,-,-,-,6.75
4762,Johan Djourou,2017/2018,Antalyaspor,Turkey-Super-Lig,TS,18,1515,-,-,-,-,-,-,-,6.77
4763,Johan Djourou,2016/2017,Hamburger SV,Germany-Bundesliga,GB,14,1142,-,-,-,-,-,-,-,6.43
4764,Johan Djourou,2015/2016,Hamburger SV,Germany-Bundesliga,GB,26,2293,-,-,-,-,-,-,-,6.77
4765,Johan Djourou,2014/2015,Hamburger SV,Germany-Bundesliga,GB,32,2805,-,-,-,-,-,-,-,7.05
4766,Johan Djourou,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,-,1,1,6.71
4767,Johan Djourou,2013/2014,Hamburger SV,Germany-Bundesliga,GB,22,1894,-,-,-,-,-,-,-,7.18
4768,Johan Djourou,2014,Switzerland,International-FIFA-World-Cup,WC,4,360,-,-,-,-,-,-,-,6.86
4769,Johan Djourou,2012/2013,Hannover 96,Germany-Bundesliga,GB,14,1205,-,-,-,-,-,-,-,7.0
4770,Johan Djourou,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,-,-,-,6.77
4771,Johan Djourou,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,4,171,-,-,-,-,-,-,-,5.84
4772,Johan Djourou,2011/2012,Arsenal,England-Premier-League,EPL,18,1167,-,-,1,-,-,-,1,6.55
4773,Johan Djourou,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.94
4774,Johan Djourou,2010/2011,Arsenal,England-Premier-League,EPL,22,1796,-,-,-,-,-,-,-,6.97
4775,Johan Djourou,2009/2010,Arsenal,England-Premier-League,EPL,1,28,-,-,-,-,-,-,-,6.51
4776,Ricardo Rodríguez,2017/2018,AC Milan,Italy-Serie-A,ISA,34,3006,-,-,-,-,-,-,-,6.7
4777,Ricardo Rodríguez,2017/2018,AC Milan,Europe-UEFA-Europa-League,UEL,7,545,-,-,-,-,-,2,2,7.08
4778,Ricardo Rodríguez,2016/2017,Wolfsburg,Germany-Bundesliga,GB,24,2019,3,3,-,-,-,-,3,6.72
4779,Ricardo Rodríguez,2015/2016,Wolfsburg,Germany-Bundesliga,GB,24,2067,3,1,-,1,-,-,3,7.1
4780,Ricardo Rodríguez,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,736,-,-,-,1,-,-,1,7.05
4781,Ricardo Rodríguez,2014/2015,Wolfsburg,Germany-Bundesliga,GB,26,2294,3,2,-,-,-,1,4,7.72
4782,Ricardo Rodríguez,2014/2015,Wolfsburg,Europe-UEFA-Europa-League,UEL,9,786,-,-,-,-,-,-,-,7.3
4783,Ricardo Rodríguez,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,-,-,-,7.19
4784,Ricardo Rodríguez,2013/2014,Wolfsburg,Germany-Bundesliga,GB,34,3060,7,3,-,2,-,1,9,8.01
4785,Ricardo Rodríguez,2014,Switzerland,International-FIFA-World-Cup,WC,4,360,2,1,-,-,-,-,2,7.98
4786,Ricardo Rodríguez,2012/2013,Wolfsburg,Germany-Bundesliga,GB,24,1718,4,2,-,1,-,1,5,7.15
4787,Ricardo Rodríguez,2011/2012,Wolfsburg,Germany-Bundesliga,GB,17,1530,-,-,-,-,-,-,-,6.91
4788,Fabian Schär,2017/2018,Deportivo La ..,Spain-La-Liga,SLL,25,2220,-,-,-,-,-,2,2,6.82
4789,Fabian Schär,2016/2017,Hoffenheim,Germany-Bundesliga,GB,6,284,-,-,-,-,-,-,-,6.35
4790,Fabian Schär,2015/2016,Hoffenheim,Germany-Bundesliga,GB,24,1728,-,-,-,-,-,-,-,6.67
4791,Fabian Schär,2014/2015,FC Basel 1893,Europe-UEFA-Champions-League,UCL,7,597,-,-,-,-,-,-,-,6.95
4792,Fabian Schär,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,-,-,-,7.44
4793,Fabian Schär,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,1,1,7.61
4794,Fabian Schär,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,2,162,-,-,-,-,-,-,-,6.8
4795,Fabian Schär,2014,Switzerland,International-FIFA-World-Cup,WC,2,180,-,-,-,-,-,-,-,7.5
4796,Fabian Schär,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,13,1117,-,-,-,-,-,-,-,7.5
4797,Michael Lang,2017/2018,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,720,1,-,-,-,-,-,1,7.23
4798,Michael Lang,2016/2017,FC Basel 1893,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,6.28
4799,Michael Lang,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,10,812,-,-,-,-,-,1,1,6.76
4800,Michael Lang,2016,Switzerland,International-European-Championship,UEC,2,11,-,-,-,-,-,-,-,6.12
4801,François Moubandje,2017/2018,Toulouse,France-Ligue-1,FL1,21,1703,-,-,-,-,-,-,-,6.68
4802,François Moubandje,2016/2017,Toulouse,France-Ligue-1,FL1,34,3037,-,-,-,-,-,1,1,7.0
4803,François Moubandje,2015/2016,Toulouse,France-Ligue-1,FL1,23,1872,-,-,-,-,-,-,-,6.93
4804,François Moubandje,2014/2015,Toulouse,France-Ligue-1,FL1,31,2702,2,-,-,-,-,-,2,6.82
4805,François Moubandje,2013/2014,Toulouse,France-Ligue-1,FL1,3,58,-,-,-,-,-,-,-,6.1
4806,Silvan Widmer,2017/2018,Udinese,Italy-Serie-A,ISA,24,1624,-,-,-,-,-,2,2,6.74
4807,Silvan Widmer,2016/2017,Udinese,Italy-Serie-A,ISA,28,2492,2,-,-,-,-,2,4,6.84
4808,Silvan Widmer,2015/2016,Udinese,Italy-Serie-A,ISA,27,1904,2,-,-,-,-,-,2,6.68
4809,Silvan Widmer,2014/2015,Udinese,Italy-Serie-A,ISA,36,3008,3,-,-,-,-,1,4,6.84
4810,Silvan Widmer,2013/2014,Udinese,Italy-Serie-A,ISA,16,1080,-,-,-,-,-,-,-,6.79
4811,Manuel Akanji,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,903,-,-,-,-,-,-,-,6.62
4812,Manuel Akanji,2017/2018,FC Basel 1893,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,1,1,7.2
4813,Manuel Akanji,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,-,-,-,-,7.58
4814,Nico Elvedi,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,33,2916,1,-,-,-,-,1,2,6.92
4815,Nico Elvedi,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,25,2111,-,-,-,-,-,-,-,6.89
4816,Nico Elvedi,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.86
4817,Nico Elvedi,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,21,1548,-,-,-,-,-,2,2,6.92
4818,Nico Elvedi,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,2,93,-,-,-,-,-,-,-,6.59
4819,Nico Elvedi,2014/2015,FC Zuerich,Europe-UEFA-Europa-League,UEL,4,196,-,-,-,-,-,1,1,6.52
4820,Valon Behrami,2017/2018,Udinese,Italy-Serie-A,ISA,20,1407,-,-,-,-,-,1,1,6.77
4821,Valon Behrami,2016/2017,Watford,England-Premier-League,EPL,27,2038,-,-,-,-,-,-,-,6.55
4822,Valon Behrami,2015/2016,Watford,England-Premier-League,EPL,21,1281,1,-,-,-,-,-,1,6.59
4823,Valon Behrami,2014/2015,Hamburger SV,Germany-Bundesliga,GB,22,1911,-,-,-,-,-,-,-,6.94
4824,Valon Behrami,2016,Switzerland,International-European-Championship,UEC,4,347,-,-,-,-,-,-,-,7.07
4825,Valon Behrami,2013/2014,Napoli,Italy-Serie-A,ISA,21,1461,-,-,-,-,-,-,-,6.9
