,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Yellow,Red,Rating
810,Beto,2012/2013,Braga,Europe-UEFA-Champions-League,UCL,5,450,-,-,6.33
811,Beto,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,1,90,-,-,6.07
812,Bruno Alves,2016/2017,Cagliari,Italy-Serie-A,ISA,36,3240,5,1,6.72
813,Bruno Alves,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,26,2340,9,-,7.06
814,Bruno Alves,2015/2016,Fenerbahce,Europe-UEFA-Europa-League,UEL,9,810,2,-,6.89
815,Bruno Alves,2014/2015,Fenerbahce,Turkey-Super-Lig,TS,24,1973,7,2,6.86
816,Bruno Alves,2016,Portugal,International-European-Championship,UEC,1,90,1,-,6.92
817,Bruno Alves,2014,Portugal,International-FIFA-World-Cup,WC,3,270,-,-,6.76
818,Bruno Alves,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,1,73,-,-,7.74
819,Bruno Alves,2012/2013,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,305,3,-,6.6
820,Bruno Alves,2012,Portugal,International-European-Championship,UEC,5,450,1,-,6.46
821,Bruno Alves,2011/2012,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,5,301,2,1,6.32
822,Bruno Alves,2009/2010,FC Porto,Europe-UEFA-Champions-League,UCL,7,630,-,-,7.11
823,Brad Jones,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,5,450,1,-,5.95
824,Brad Jones,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,31,2790,1,-,6.6
825,Brad Jones,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,32,2880,-,-,6.88
826,Brad Jones,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,6,540,-,-,6.62
827,Brad Jones,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,17,1530,-,-,7.16
828,Brad Jones,2014/2015,Liverpool,England-Premier-League,EPL,3,196,-,-,6.2
829,Brad Jones,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,3,270,-,-,6.54
830,Brad Jones,2012/2013,Liverpool,England-Premier-League,EPL,7,630,-,-,6.69
831,Brad Jones,2011/2012,Liverpool,England-Premier-League,EPL,1,64,1,-,7.55
832,Willy Caballero,2017/2018,Chelsea,England-Premier-League,EPL,3,270,-,-,6.65
833,Willy Caballero,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,393,-,-,6.59
834,Willy Caballero,2016/2017,Manchester Ci..,England-Premier-League,EPL,17,1451,-,-,6.69
835,Willy Caballero,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,9,-,-,6.01
836,Willy Caballero,2015/2016,Manchester Ci..,England-Premier-League,EPL,4,310,-,-,6.76
837,Willy Caballero,2014/2015,Manchester Ci..,England-Premier-League,EPL,2,180,-,-,6.62
838,Willy Caballero,2013/2014,Malaga,Spain-La-Liga,SLL,38,3420,3,-,6.94
839,Willy Caballero,2012/2013,Malaga,Spain-La-Liga,SLL,36,3194,3,-,6.87
840,Willy Caballero,2012/2013,Malaga,Europe-UEFA-Champions-League,UCL,9,810,-,-,7.1
841,Willy Caballero,2011/2012,Malaga,Spain-La-Liga,SLL,28,2403,2,1,6.7
842,Willy Caballero,2010/2011,Malaga,Spain-La-Liga,SLL,15,1347,1,-,7.16
843,Jaime Penedo,2015,LA Galaxy,USA-Major-League-Soccer,UMLS,16,1440,1,-,6.99
844,Jaime Penedo,2014,LA Galaxy,USA-Major-League-Soccer,UMLS,34,3060,1,-,6.83
845,Jaime Penedo,2013,LA Galaxy,USA-Major-League-Soccer,UMLS,11,990,-,-,6.87
846,Martín Silva,2018,Vasco da Gama,Brazil-Brasileirão,BSA,5,450,-,-,6.22
847,Martín Silva,2017,Vasco da Gama,Brazil-Brasileirão,BSA,35,3150,3,-,6.58
848,Martín Silva,2015,Vasco da Gama,Brazil-Brasileirão,BSA,21,1846,4,-,6.86
849,Martín Silva,2013,Uruguay,International-Confederations-Cup,ICC,1,90,-,-,7.27
850,Pepe,2017/2018,Besiktas,Turkey-Super-Lig,TS,23,2041,4,-,7.11
851,Pepe,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,6,540,2,-,7.25
852,Pepe,2016/2017,Real Madrid,Spain-La-Liga,SLL,13,1081,1,-,7.22
853,Pepe,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,3,199,-,-,6.71
854,Pepe,2015/2016,Real Madrid,Spain-La-Liga,SLL,21,1887,5,-,7.27
855,Pepe,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,9,728,1,-,7.12
856,Pepe,2014/2015,Real Madrid,Spain-La-Liga,SLL,27,2225,4,-,7.2
857,Pepe,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,6,540,2,-,7.5
858,Pepe,2016,Portugal,International-European-Championship,UEC,6,540,1,-,6.84
859,Pepe,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2700,9,-,7.42
860,Pepe,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,973,1,-,7.53
861,Pepe,2014,Portugal,International-FIFA-World-Cup,WC,2,127,-,1,6.16
862,Pepe,2012/2013,Real Madrid,Spain-La-Liga,SLL,28,2345,7,-,7.04
863,Pepe,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,726,1,-,6.51
864,Pepe,2012,Portugal,International-European-Championship,UEC,5,450,1,-,7.39
865,Pepe,2011/2012,Real Madrid,Spain-La-Liga,SLL,29,2550,9,1,7.21
866,Pepe,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,9,810,2,-,7.11
867,Pepe,2010/2011,Real Madrid,Spain-La-Liga,SLL,26,2225,6,1,7.32
868,Pepe,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,8,681,3,1,6.89
869,Pepe,2009/2010,Real Madrid,Spain-La-Liga,SLL,10,856,1,-,7.47
870,Pepe,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,540,1,-,7.29
871,Michael Krohn-Dehli,2017/2018,Deportivo La ..,Spain-La-Liga,SLL,11,734,2,-,6.24
872,Michael Krohn-Dehli,2017/2018,Sevilla,Spain-La-Liga,SLL,13,533,-,-,6.46
873,Michael Krohn-Dehli,2017/2018,Sevilla,Europe-UEFA-Champions-League,UCL,3,140,-,-,6.25
874,Michael Krohn-Dehli,2016/2017,Sevilla,Spain-La-Liga,SLL,2,172,-,-,6.61
875,Michael Krohn-Dehli,2015/2016,Sevilla,Spain-La-Liga,SLL,27,1658,3,-,6.7
876,Michael Krohn-Dehli,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,7,382,-,-,6.69
877,Michael Krohn-Dehli,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,6,259,-,-,6.52
878,Michael Krohn-Dehli,2014/2015,Celta Vigo,Spain-La-Liga,SLL,36,3105,7,-,6.93
879,Michael Krohn-Dehli,2013/2014,Celta Vigo,Spain-La-Liga,SLL,31,1949,5,-,6.68
880,Michael Krohn-Dehli,2012/2013,Celta Vigo,Spain-La-Liga,SLL,34,2823,7,-,6.7
881,Michael Krohn-Dehli,2012,Denmark,International-European-Championship,UEC,3,270,-,-,7.49
882,Kári Árnason,2016,Malmoe FF,Sweden-Allsvenskan,SA,23,2019,6,-,7.38
883,Kári Árnason,2015/2016,Malmoe FF,Europe-UEFA-Champions-League,UCL,5,449,-,1,5.91
884,Kári Árnason,2014/2015,Rotherham,England-Championship,EC,43,3793,10,-,7.16
885,Kári Árnason,2016,Iceland,International-European-Championship,UEC,5,406,1,-,6.87
886,Ólafur Ingi Skúlason,2017/2018,Karabukspor,Turkey-Super-Lig,TS,16,1128,4,-,6.28
887,Ólafur Ingi Skúlason,2016/2017,Karabukspor,Turkey-Super-Lig,TS,25,1650,4,-,6.4
888,Ólafur Ingi Skúlason,2015/2016,Genclerbirlig..,Turkey-Super-Lig,TS,25,1882,5,-,6.65
889,Ólafur Ingi Skúlason,2013/2014,Zulte-Waregem,Europe-UEFA-Europa-League,UEL,4,350,2,-,6.41
890,Eiji Kawashima,2017/2018,Metz,France-Ligue-1,FL1,29,2570,-,1,6.61
891,Eiji Kawashima,2016/2017,Metz,France-Ligue-1,FL1,5,450,-,-,7.03
892,Eiji Kawashima,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,270,-,-,6.56
893,Eiji Kawashima,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,3,270,-,-,6.56
894,Eiji Kawashima,2014,Japan,International-FIFA-World-Cup,WC,3,270,-,-,6.58
895,Eiji Kawashima,2013,Japan,International-Confederations-Cup,ICC,3,270,-,-,7.13
896,Andrés Iniesta,2017/2018,Barcelona,Spain-La-Liga,SLL,30,1843,1,-,6.91
897,Andrés Iniesta,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,8,624,-,-,7.15
898,Andrés Iniesta,2016/2017,Barcelona,Spain-La-Liga,SLL,23,1332,2,-,6.93
899,Andrés Iniesta,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,594,2,-,6.92
900,Andrés Iniesta,2015/2016,Barcelona,Spain-La-Liga,SLL,28,2248,2,-,7.24
901,Andrés Iniesta,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,7,553,1,-,7.12
902,Andrés Iniesta,2014/2015,Barcelona,Spain-La-Liga,SLL,24,1590,3,-,6.96
903,Andrés Iniesta,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,11,787,-,-,7.34
904,Andrés Iniesta,2016,Spain,International-European-Championship,UEC,4,360,-,-,7.35
905,Andrés Iniesta,2013/2014,Barcelona,Spain-La-Liga,SLL,35,2487,-,-,7.34
906,Andrés Iniesta,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,779,2,-,7.66
907,Andrés Iniesta,2014,Spain,International-FIFA-World-Cup,WC,3,270,-,-,7.15
908,Andrés Iniesta,2013,Spain,International-Confederations-Cup,ICC,5,374,-,-,7.44
909,Andrés Iniesta,2012/2013,Barcelona,Spain-La-Liga,SLL,31,2096,4,-,7.41
910,Andrés Iniesta,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,10,804,1,-,7.26
911,Andrés Iniesta,2012,Spain,International-European-Championship,UEC,6,521,-,-,7.27
912,Andrés Iniesta,2011/2012,Barcelona,Spain-La-Liga,SLL,27,1867,3,-,7.43
913,Andrés Iniesta,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,8,575,1,-,7.18
914,Andrés Iniesta,2010/2011,Barcelona,Spain-La-Liga,SLL,34,2799,1,-,7.72
915,Andrés Iniesta,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,10,899,3,-,7.85
916,Andrés Iniesta,2009/2010,Barcelona,Spain-La-Liga,SLL,29,1928,2,-,7.33
917,Andrés Iniesta,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,8,504,1,-,6.94
918,Javier Mascherano,2018,Hebei CFFC,China-Super-league,CSl,10,900,4,-,7.03
919,Javier Mascherano,2017/2018,Barcelona,Spain-La-Liga,SLL,7,541,-,-,7.18
920,Javier Mascherano,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,2,135,-,-,6.6
921,Javier Mascherano,2016/2017,Barcelona,Spain-La-Liga,SLL,25,1917,6,-,6.83
922,Javier Mascherano,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,642,1,-,7.17
923,Javier Mascherano,2015/2016,Barcelona,Spain-La-Liga,SLL,32,2694,9,1,7.01
924,Javier Mascherano,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,8,655,2,-,7.18
925,Javier Mascherano,2015,Argentina,International-Copa-America,ICA,6,527,3,-,6.85
926,Javier Mascherano,2014/2015,Barcelona,Spain-La-Liga,SLL,28,2208,8,1,7.12
927,Javier Mascherano,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1079,1,-,7.14
928,Javier Mascherano,2013/2014,Barcelona,Spain-La-Liga,SLL,28,2367,9,-,7.14
929,Javier Mascherano,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,2,-,7.15
930,Javier Mascherano,2014,Argentina,International-FIFA-World-Cup,WC,7,630,1,-,7.42
931,Javier Mascherano,2012/2013,Barcelona,Spain-La-Liga,SLL,25,1931,2,1,6.84
932,Javier Mascherano,2012/2013,Barcelona,Europe-UEFA-Champions-League,UCL,8,613,3,-,6.98
933,Javier Mascherano,2011/2012,Barcelona,Spain-La-Liga,SLL,31,2738,4,1,7.42
934,Javier Mascherano,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,10,900,2,-,7.06
935,Javier Mascherano,2010/2011,Barcelona,Spain-La-Liga,SLL,27,1538,6,-,6.96
936,Javier Mascherano,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,11,880,1,-,7.3
937,Javier Mascherano,2010/2011,Liverpool,England-Premier-League,EPL,1,79,-,-,8.01
938,Javier Mascherano,2009/2010,Liverpool,Europe-UEFA-Champions-League,UCL,5,358,-,-,7.43
939,Javier Mascherano,2009/2010,Liverpool,England-Premier-League,EPL,34,2756,9,2,7.26
940,José Fonte,2018,Dalian Yifang,China-Super-league,CSl,7,621,-,-,6.58
941,José Fonte,2017/2018,West Ham,England-Premier-League,EPL,8,690,-,-,6.89
942,José Fonte,2016/2017,Southampton,England-Premier-League,EPL,17,1530,2,-,6.81
943,José Fonte,2016/2017,West Ham,England-Premier-League,EPL,16,1405,2,-,6.87
944,José Fonte,2015/2016,Southampton,England-Premier-League,EPL,37,3169,4,1,7.03
945,José Fonte,2014/2015,Southampton,England-Premier-League,EPL,37,3330,5,-,7.2
946,José Fonte,2016,Portugal,International-European-Championship,UEC,4,360,-,-,6.78
947,José Fonte,2013/2014,Southampton,England-Premier-League,EPL,36,3181,7,-,7.21
948,José Fonte,2012/2013,Southampton,England-Premier-League,EPL,27,2312,5,-,6.9
949,Vladimir Gabulov,2017/2018,Arsenal Tula,Russia-Premier-League,RPL,20,1800,2,-,6.3
950,Vladimir Gabulov,2016/2017,Arsenal Tula,Russia-Premier-League,RPL,13,1126,2,-,6.48
951,Vladimir Gabulov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,23,2070,3,-,6.29
952,Vladimir Gabulov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,9,810,-,-,7.0
953,Vladimir Gabulov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,22,1980,2,-,6.72
954,Vladimir Gabulov,2013/2014,Anzhi Makhach..,Russia-Premier-League,RPL,5,450,-,-,6.34
955,Vladimir Gabulov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,19,1710,3,-,6.41
956,Vladimir Gabulov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,9,810,1,-,6.86
957,Vladimir Gabulov,2011/2012,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,540,-,-,7.45
958,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,4,216,-,-,6.65
959,Yuri Zhirkov,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,17,964,2,-,6.62
960,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Russia-Premier-League,RPL,21,1687,2,-,7.04
961,Yuri Zhirkov,2016/2017,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,6,436,-,-,6.79
962,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Russia-Premier-League,RPL,9,616,2,-,6.83
963,Yuri Zhirkov,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,16,1359,2,-,6.8
964,Yuri Zhirkov,2015/2016,Zenit St. Pet..,Europe-UEFA-Champions-League,UCL,2,99,-,-,6.64
965,Yuri Zhirkov,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,8,438,-,-,6.87
966,Yuri Zhirkov,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,24,1915,6,-,6.84
967,Yuri Zhirkov,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,13,757,-,-,7.09
968,Yuri Zhirkov,2014,Russia,International-FIFA-World-Cup,WC,1,71,-,-,5.84
969,Yuri Zhirkov,2012/2013,Anzhi Makhach..,Europe-UEFA-Europa-League,UEL,8,703,4,-,7.33
970,Yuri Zhirkov,2012,Russia,International-European-Championship,UEC,3,270,1,-,7.06
971,Yuri Zhirkov,2010/2011,Chelsea,Europe-UEFA-Champions-League,UCL,7,493,2,-,7.41
972,Yuri Zhirkov,2010/2011,Chelsea,England-Premier-League,EPL,12,606,1,-,6.77
973,Yuri Zhirkov,2009/2010,Chelsea,Europe-UEFA-Champions-League,UCL,4,272,1,-,7.01
974,Yuri Zhirkov,2009/2010,Chelsea,England-Premier-League,EPL,17,954,4,-,7.04
975,Pejman Montazeri,2014,Iran,,WC,3,270,-,-,6.58
976,Masoud Shojaei,2017/2018,AEK Athens,Europe-UEFA-Europa-League,UEL,1,90,1,-,7.02
977,Masoud Shojaei,2014,Iran,International-FIFA-World-Cup,WC,3,124,1,-,6.34
978,Masoud Shojaei,2012/2013,Osasuna,Spain-La-Liga,SLL,14,375,2,-,6.27
979,Masoud Shojaei,2010/2011,Osasuna,Spain-La-Liga,SLL,18,1202,1,-,7.12
980,Masoud Shojaei,2009/2010,Osasuna,Spain-La-Liga,SLL,36,1674,4,-,6.51
981,Ricardo Quaresma,2017/2018,Besiktas,Turkey-Super-Lig,TS,26,2000,3,1,7.51
982,Ricardo Quaresma,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,7,613,2,-,6.99
983,Ricardo Quaresma,2016/2017,Besiktas,Turkey-Super-Lig,TS,29,2285,10,-,7.29
984,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Champions-League,UCL,6,520,-,-,6.88
985,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,5,413,-,-,7.08
986,Ricardo Quaresma,2015/2016,Besiktas,Turkey-Super-Lig,TS,26,1710,9,2,7.04
987,Ricardo Quaresma,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,6,418,1,-,7.12
988,Ricardo Quaresma,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,471,1,-,6.96
989,Ricardo Quaresma,2016,Portugal,International-European-Championship,UEC,7,196,1,-,6.45
990,Ricardo Quaresma,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,6,531,1,-,7.92
991,Ricardo Quaresma,2009/2010,Inter,Italy-Serie-A,ISA,11,401,1,-,6.4
992,Ricardo Quaresma,2009/2010,Inter,Europe-UEFA-Champions-League,UCL,2,34,-,-,6.38
993,Alberto Rodríguez,2010/2011,Braga,,UCL,5,396,1,-,6.87
994,Hannes Þór Halldórsson,2016,Bodoe/Glimt,Norway-Eliteserien,NE,14,1260,-,-,6.82
995,Hannes Þór Halldórsson,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,8,720,-,-,6.89
996,Hannes Þór Halldórsson,2016,Iceland,International-European-Championship,UEC,5,450,1,-,6.56
997,Johnny Acosta,2014,Costa Rica,,WC,2,103,-,-,6.53
998,Christian Bolaños,2017,Vancouver Whi..,USA-Major-League-Soccer,UMLS,24,1885,-,1,6.73
999,Christian Bolaños,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,27,2116,2,-,6.78
1000,Christian Bolaños,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,314,-,-,6.28
1001,Christian Bolaños,2014,Costa Rica,International-FIFA-World-Cup,WC,5,383,-,-,6.7
1002,Christian Bolaños,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,192,1,-,6.32
1003,Christian Bolaños,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,8,551,2,-,6.28
1004,Oribe Peralta,2014,Mexico,,WC,4,303,-,-,6.84
1005,Makoto Hasebe,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,24,2090,3,1,6.57
1006,Makoto Hasebe,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,22,1887,2,-,6.97
1007,Makoto Hasebe,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,32,2674,9,-,6.72
1008,Makoto Hasebe,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,33,2853,6,-,7.06
1009,Makoto Hasebe,2013/2014,Wolfsburg,Germany-Bundesliga,GB,1,7,-,-,5.76
1010,Makoto Hasebe,2013/2014,Nuernberg,Germany-Bundesliga,GB,14,1260,1,-,7.04
1011,Makoto Hasebe,2014,Japan,International-FIFA-World-Cup,WC,3,190,1,-,6.71
1012,Makoto Hasebe,2013,Japan,International-Confederations-Cup,ICC,2,180,2,-,6.63
1013,Makoto Hasebe,2012/2013,Wolfsburg,Germany-Bundesliga,GB,23,1738,2,1,6.7
1014,Makoto Hasebe,2011/2012,Wolfsburg,Germany-Bundesliga,GB,23,1754,3,1,6.84
1015,Makoto Hasebe,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1650,2,-,6.67
1016,Makoto Hasebe,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,1592,6,-,6.79
1017,Makoto Hasebe,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,6,351,-,-,6.6
1018,Cristiano Ronaldo,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2293,1,-,7.94
1019,Cristiano Ronaldo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,2,-,8.12
1020,Cristiano Ronaldo,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2544,4,-,7.61
1021,Cristiano Ronaldo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,1,-,7.89
1022,Cristiano Ronaldo,2015/2016,Real Madrid,Spain-La-Liga,SLL,36,3185,3,-,7.99
1023,Cristiano Ronaldo,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1079,1,-,8.06
1024,Cristiano Ronaldo,2014/2015,Real Madrid,Spain-La-Liga,SLL,35,3099,5,1,8.48
1025,Cristiano Ronaldo,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1065,1,-,7.83
1026,Cristiano Ronaldo,2016,Portugal,International-European-Championship,UEC,7,565,1,-,7.12
1027,Cristiano Ronaldo,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2545,4,1,8.27
1028,Cristiano Ronaldo,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,963,-,-,8.57
1029,Cristiano Ronaldo,2014,Portugal,International-FIFA-World-Cup,WC,3,270,-,-,7.21
1030,Cristiano Ronaldo,2012/2013,Real Madrid,Spain-La-Liga,SLL,34,2721,9,-,8.15
1031,Cristiano Ronaldo,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1080,1,-,7.93
1032,Cristiano Ronaldo,2012,Portugal,International-European-Championship,UEC,5,450,1,-,7.51
1033,Cristiano Ronaldo,2011/2012,Real Madrid,Spain-La-Liga,SLL,38,3354,4,-,8.28
1034,Cristiano Ronaldo,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,1,-,8.42
1035,Cristiano Ronaldo,2010/2011,Real Madrid,Spain-La-Liga,SLL,34,2913,2,-,8.35
1036,Cristiano Ronaldo,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1021,2,-,7.87
1037,Cristiano Ronaldo,2009/2010,Real Madrid,Spain-La-Liga,SLL,29,2490,3,2,8.54
1038,Cristiano Ronaldo,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,450,-,-,8.47
1039,Mile Jedinak,2017/2018,Aston Villa,England-Championship,EC,28,1767,3,-,7.08
1040,Mile Jedinak,2016/2017,Aston Villa,England-Championship,EC,33,2872,8,-,7.3
1041,Mile Jedinak,2016/2017,Crystal Palac..,England-Premier-League,EPL,1,90,-,-,7.2
1042,Mile Jedinak,2015/2016,Crystal Palac..,England-Premier-League,EPL,27,1531,6,-,6.77
1043,Mile Jedinak,2014/2015,Crystal Palac..,England-Premier-League,EPL,24,2081,3,1,7.55
1044,Mile Jedinak,2013/2014,Crystal Palac..,England-Premier-League,EPL,38,3389,7,-,7.55
1045,Mile Jedinak,2014,Australia,International-FIFA-World-Cup,WC,3,270,2,-,6.44
1046,Aleksandr Samedov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,192,-,-,6.4
1047,Aleksandr Samedov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,21,1468,3,1,6.56
1048,Aleksandr Samedov,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,15,1184,-,-,6.92
1049,Aleksandr Samedov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,10,651,1,-,6.54
1050,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,28,2520,4,-,7.28
1051,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,8,720,1,-,7.44
1052,Aleksandr Samedov,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2516,2,-,6.98
1053,Aleksandr Samedov,2016,Russia,International-European-Championship,UEC,1,20,-,-,6.29
1054,Aleksandr Samedov,2013/2014,Lokomotiv Mos..,Russia-Premier-League,RPL,30,2517,2,-,7.07
1055,Aleksandr Samedov,2014,Russia,International-FIFA-World-Cup,WC,3,270,-,-,6.6
1056,Teófilo Gutiérrez,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,21,1594,6,2,6.64
1057,Teófilo Gutiérrez,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,5,313,2,-,6.5
1058,Teófilo Gutiérrez,2015,Colombia,International-Copa-America,ICA,4,208,1,-,6.12
1059,Teófilo Gutiérrez,2014,Colombia,International-FIFA-World-Cup,WC,4,305,-,-,6.85
1060,Karim El Ahmadi,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,360,3,-,6.06
1061,Karim El Ahmadi,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,31,2780,2,-,7.19
1062,Karim El Ahmadi,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,30,2653,8,-,7.38
1063,Karim El Ahmadi,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,4,360,1,-,6.88
1064,Karim El Ahmadi,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,32,2826,8,-,6.9
1065,Karim El Ahmadi,2014/2015,Feyenoord,Europe-UEFA-Europa-League,UEL,7,630,2,-,7.04
1066,Karim El Ahmadi,2014/2015,Feyenoord,Netherlands-Eredivisie,NE,31,2723,5,-,6.95
1067,Karim El Ahmadi,2013/2014,Aston Villa,England-Premier-League,EPL,31,2188,7,-,6.61
1068,Karim El Ahmadi,2012/2013,Aston Villa,England-Premier-League,EPL,20,1169,5,-,6.48
1069,Steve Mandanda,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,7,630,-,-,6.26
1070,Steve Mandanda,2017/2018,Marseille,France-Ligue-1,FL1,31,2682,-,1,6.66
1071,Steve Mandanda,2016/2017,Crystal Palac..,England-Premier-League,EPL,9,810,-,-,6.26
1072,Steve Mandanda,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,8,720,1,-,6.58
1073,Steve Mandanda,2015/2016,Marseille,France-Ligue-1,FL1,36,3240,5,-,6.65
1074,Steve Mandanda,2014/2015,Marseille,France-Ligue-1,FL1,38,3420,2,-,6.76
1075,Steve Mandanda,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,540,-,-,6.53
1076,Steve Mandanda,2013/2014,Marseille,France-Ligue-1,FL1,38,3354,1,-,6.76
