,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
772,Yuri Zhirkov,2010/2011,Chelsea,Europe-UEFA-Champions-League,UCL,7,493,11,5,6,7.41,4,1,1,2,1,-,-,1,4,11,15,9,3,18,7,25,12,9,12,2,-,1,7,1,1,-,-,-,-,-,239,4,3,192,40,14,3,11,-,-,-,-,-,1,1
773,Yuri Zhirkov,2010/2011,Chelsea,England-Premier-League,EPL,12,606,7,5,2,6.77,10,5,-,5,-,-,-,-,8,10,18,9,8,12,3,15,11,10,9,1,-,-,4,1,1,-,-,-,-,-,319,3,5,263,48,11,1,10,1,-,-,-,-,1,2
774,Yuri Zhirkov,2009/2010,Chelsea,Europe-UEFA-Champions-League,UCL,4,272,3,2,1,7.01,1,-,-,1,-,-,-,-,5,-,5,-,2,13,3,16,4,3,8,1,-,-,9,2,1,-,-,-,-,-,145,4,6,124,11,3,-,3,-,-,-,-,-,1,1
775,Yuri Zhirkov,2009/2010,Chelsea,England-Premier-League,EPL,17,954,14,7,7,7.04,4,1,-,3,-,-,-,-,14,8,22,-,9,46,5,51,21,22,17,4,-,-,31,2,3,-,-,-,-,-,511,8,14,407,82,23,5,18,1,-,-,-,-,1,2
776,Pejman Montazeri,2014,Iran,,WC,3,270,4,1,3,6.58,-,-,-,-,-,-,-,-,2,1,3,1,-,2,2,4,4,2,3,-,-,-,16,1,4,3,-,-,-,-,62,2,-,51,9,3,1,2,-,-,-,-,-,-,-
777,Masoud Shojaei,2017/2018,AEK Athens,Europe-UEFA-Europa-League,UEL,1,90,6,2,4,7.02,2,-,1,1,-,-,-,-,3,2,5,4,1,2,-,2,1,3,3,1,-,1,1,1,-,1,-,-,-,-,41,1,2,29,9,3,-,3,-,-,-,-,-,-,-
778,Masoud Shojaei,2014,Iran,International-FIFA-World-Cup,WC,3,124,3,-,3,6.34,1,-,-,1,-,-,-,-,2,2,4,-,2,4,3,7,2,6,5,1,-,-,1,1,-,1,-,-,-,-,29,3,1,14,11,-,-,-,-,-,-,-,-,-,-
779,Masoud Shojaei,2012/2013,Osasuna,Spain-La-Liga,SLL,14,375,34,10,24,6.27,12,4,-,8,1,-,-,1,17,8,25,15,15,10,1,11,3,12,13,2,-,2,2,-,1,-,-,-,-,-,140,6,3,84,47,8,1,7,-,-,-,-,-,-,-
780,Masoud Shojaei,2010/2011,Osasuna,Spain-La-Liga,SLL,18,1202,56,23,33,7.12,31,12,-,19,2,-,2,-,36,19,55,29,32,28,17,45,34,36,37,1,-,5,5,-,1,-,-,-,-,-,437,13,14,281,129,24,6,18,5,1,-,1,-,1,6
781,Masoud Shojaei,2009/2010,Osasuna,Spain-La-Liga,SLL,36,1674,57,21,36,6.51,36,12,3,21,2,1,1,-,55,32,87,-,51,29,17,46,32,55,56,4,-,14,7,-,2,-,-,-,-,-,538,22,9,355,152,22,6,16,1,-,-,1,-,-,1
782,Ricardo Quaresma,2017/2018,Besiktas,Turkey-Super-Lig,TS,26,2000,20,7,13,7.51,73,29,2,42,4,-,3,1,32,47,79,53,48,27,16,43,8,52,19,3,1,9,5,-,2,10,-,-,-,-,681,28,23,528,102,81,25,56,6,2,-,-,-,1,7
783,Ricardo Quaresma,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,7,613,8,2,6,6.99,15,5,-,10,-,-,-,-,9,10,19,13,14,8,4,12,3,14,5,2,-,2,1,-,-,4,-,-,-,-,142,5,11,101,25,11,2,9,3,-,-,-,-,-,3
784,Ricardo Quaresma,2016/2017,Besiktas,Turkey-Super-Lig,TS,29,2285,11,2,9,7.29,76,46,-,30,2,-,2,-,53,44,97,52,45,26,14,40,6,57,39,10,-,15,4,-,-,12,-,-,-,-,817,50,46,607,114,75,25,50,11,3,-,1,-,2,13
785,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Champions-League,UCL,6,520,5,1,4,6.88,12,3,-,9,3,-,2,1,15,7,22,11,14,4,5,9,4,17,8,-,-,12,-,-,-,3,-,-,-,-,142,11,5,98,28,9,4,5,2,-,-,1,-,-,2
786,Ricardo Quaresma,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,5,413,2,2,-,7.08,15,12,-,3,-,-,-,-,8,7,15,10,8,1,4,5,2,9,2,-,-,2,5,-,-,1,-,-,-,-,150,12,8,99,31,12,5,7,1,-,-,-,-,-,1
787,Ricardo Quaresma,2015/2016,Besiktas,Turkey-Super-Lig,TS,26,1710,9,2,7,7.04,47,26,-,21,4,-,2,2,46,35,81,32,35,18,3,21,20,67,36,9,2,11,2,-,1,11,-,-,-,-,631,20,25,481,105,49,10,39,4,-,-,1,-,2,6
788,Ricardo Quaresma,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,6,418,4,2,2,7.12,11,5,-,6,1,-,1,-,8,10,18,7,9,6,1,7,5,12,5,1,-,7,1,-,-,2,-,-,-,-,159,8,7,128,16,9,3,6,1,-,-,-,-,1,2
789,Ricardo Quaresma,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,471,2,1,1,6.96,12,6,-,6,3,-,3,-,9,12,21,9,18,6,3,9,10,13,8,1,-,3,3,-,1,4,-,-,-,-,186,16,7,130,33,8,2,6,-,-,-,-,-,-,-
790,Ricardo Quaresma,2016,Portugal,International-European-Championship,UEC,7,196,4,2,2,6.45,5,3,-,2,-,-,-,-,3,6,9,4,3,1,-,1,-,7,1,1,-,1,-,-,-,1,-,-,-,-,83,4,4,67,8,6,2,4,1,-,-,-,-,-,1
791,Ricardo Quaresma,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,6,531,2,-,2,7.92,27,19,-,8,3,-,1,2,25,22,47,5,13,6,3,9,1,17,8,1,-,1,2,-,-,4,-,-,-,-,163,5,6,127,25,11,5,6,2,-,-,-,-,-,2
792,Ricardo Quaresma,2009/2010,Inter,Italy-Serie-A,ISA,11,401,1,1,-,6.4,7,4,-,3,-,-,-,-,22,9,31,-,11,8,5,13,4,20,12,1,-,-,2,-,-,-,-,-,-,-,132,5,1,111,15,10,1,9,-,-,-,-,-,-,-
793,Ricardo Quaresma,2009/2010,Inter,Europe-UEFA-Champions-League,UCL,2,34,-,-,-,6.38,1,1,-,-,-,-,-,-,2,3,5,-,1,1,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-
794,Hannes Þór Halldórsson,2016,Bodoe/Glimt,Norway-Eliteserien,NE,14,1260,7,7,-,6.82,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,13,-,1,-,42,2,27,13,403,124,200,76,3,2,2,-,-,-,-,-,-,1,1
795,Hannes Þór Halldórsson,2015/2016,NEC Nijmegen,Netherlands-Eredivisie,NE,8,720,1,1,-,6.89,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,8,-,-,-,32,-,16,16,229,69,75,82,3,-,-,-,-,-,-,-,-,-,-
796,Hannes Þór Halldórsson,2016,Iceland,International-European-Championship,UEC,5,450,2,2,-,6.56,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,1,-,-,5,-,-,-,23,1,10,12,158,57,70,29,2,-,-,-,-,-,-,-,-,-,-
797,Christian Bolaños,2017,Vancouver Whi..,USA-Major-League-Soccer,UMLS,24,1885,20,5,15,6.73,32,11,-,21,-,-,-,-,20,16,36,35,25,26,11,37,19,34,15,-,1,2,8,2,3,13,-,-,-,-,745,43,47,521,134,44,19,25,4,-,-,3,-,2,6
798,Christian Bolaños,2016,Vancouver Whi..,USA-Major-League-Soccer,UMLS,27,2116,31,11,20,6.78,34,13,4,17,5,1,3,1,18,10,28,35,32,25,13,38,31,32,24,2,-,5,4,1,3,17,-,-,-,-,919,24,32,718,145,46,14,32,3,2,-,-,-,4,7
799,Christian Bolaños,2013/2014,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,314,5,1,4,6.28,5,3,1,1,-,-,-,-,4,3,7,6,9,4,2,6,7,5,7,-,-,-,-,-,4,3,-,-,-,-,112,-,4,79,29,1,1,-,-,-,-,-,-,-,-
800,Christian Bolaños,2014,Costa Rica,International-FIFA-World-Cup,WC,5,383,13,2,11,6.7,6,4,-,2,-,-,-,-,4,1,5,6,12,5,4,9,3,4,14,-,-,1,2,-,1,4,-,-,-,-,112,7,10,71,24,10,4,6,-,-,-,1,-,1,2
801,Christian Bolaños,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,192,2,1,1,6.32,5,3,-,2,-,-,-,-,1,2,3,4,7,2,2,4,2,3,3,1,-,-,2,-,-,-,-,-,-,-,101,-,2,86,13,3,1,2,-,-,-,-,-,-,-
802,Christian Bolaños,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,8,551,13,1,12,6.28,7,4,-,3,-,-,-,-,7,1,8,10,9,5,6,11,10,12,5,2,-,-,1,-,2,-,-,-,-,-,215,9,11,155,40,8,2,6,-,-,-,-,-,1,1
803,Makoto Hasebe,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,24,2090,44,15,29,6.57,2,2,-,-,-,-,-,-,-,1,1,9,4,38,12,50,25,28,16,3,1,-,70,19,4,21,-,-,-,-,1144,102,56,910,76,4,1,3,-,-,-,-,-,-,-
804,Makoto Hasebe,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,22,1887,68,39,29,6.97,8,4,-,4,1,-,1,-,3,9,12,11,5,33,14,47,61,23,18,2,-,-,32,8,1,9,-,-,-,-,1095,86,84,815,110,15,4,11,-,-,-,1,-,-,1
805,Makoto Hasebe,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,32,2674,110,52,58,6.72,7,7,-,-,1,-,-,1,10,8,18,20,24,53,36,89,55,45,35,9,-,-,41,9,6,25,-,-,-,-,1270,63,96,899,212,29,7,22,1,-,1,-,-,-,2
806,Makoto Hasebe,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,33,2853,151,79,72,7.06,3,3,-,-,-,-,-,-,8,17,25,25,30,97,58,155,93,66,44,6,-,-,54,8,6,29,-,-,-,-,1466,88,91,1044,243,26,11,15,-,-,1,-,-,1,2
807,Makoto Hasebe,2013/2014,Wolfsburg,Germany-Bundesliga,GB,1,7,-,-,-,5.76,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,1,-,2,1,-,-,-,-,-,-,-,-,-,-
808,Makoto Hasebe,2013/2014,Nuernberg,Germany-Bundesliga,GB,14,1260,44,25,19,7.04,11,9,-,2,-,-,-,-,6,29,35,15,18,33,31,64,24,30,14,1,-,-,24,5,3,12,-,-,-,-,743,71,35,529,108,16,1,15,-,-,-,-,-,1,1
809,Makoto Hasebe,2014,Japan,International-FIFA-World-Cup,WC,3,190,3,2,1,6.71,2,1,-,1,-,-,-,-,-,-,-,1,1,-,4,4,7,3,3,1,-,-,4,1,-,3,-,-,-,-,100,10,4,79,7,2,-,2,-,-,-,-,-,-,-
810,Makoto Hasebe,2013,Japan,International-Confederations-Cup,ICC,2,180,1,1,-,6.63,3,2,-,1,-,-,-,-,-,1,1,2,1,6,5,11,5,3,2,2,-,-,1,5,-,-,-,-,-,-,100,10,2,78,10,-,-,-,-,-,-,-,-,-,-
811,Makoto Hasebe,2012/2013,Wolfsburg,Germany-Bundesliga,GB,23,1738,49,21,28,6.7,10,4,3,3,2,2,-,-,7,13,20,12,27,37,32,69,32,28,26,2,1,1,28,3,6,-,-,-,-,-,752,62,33,531,126,16,4,12,1,-,-,-,-,1,2
812,Makoto Hasebe,2011/2012,Wolfsburg,Germany-Bundesliga,GB,23,1754,29,16,13,6.84,4,2,-,2,1,-,1,-,11,15,26,14,19,61,28,89,47,30,28,3,1,1,30,3,9,-,-,-,-,-,706,66,70,420,150,17,7,10,1,-,-,-,-,1,2
813,Makoto Hasebe,2010/2011,Wolfsburg,Germany-Bundesliga,GB,23,1650,22,12,10,6.67,9,4,1,4,-,-,-,-,7,8,15,15,14,56,24,80,33,28,22,2,-,1,26,8,4,-,-,-,-,-,681,39,25,509,108,7,4,3,1,-,-,-,-,-,1
814,Makoto Hasebe,2009/2010,Wolfsburg,Germany-Bundesliga,GB,24,1592,13,5,8,6.79,11,5,1,5,1,-,1,-,9,11,20,-,15,45,17,62,39,28,28,6,-,4,13,5,5,-,-,-,-,-,684,35,17,520,112,17,4,13,4,-,1,-,-,-,5
815,Makoto Hasebe,2009/2010,Wolfsburg,Europe-UEFA-Champions-League,UCL,6,351,1,-,1,6.6,2,2,-,-,-,-,-,-,4,3,7,-,3,7,4,11,4,5,4,-,-,-,7,1,-,-,-,-,-,-,140,9,2,103,26,4,1,3,1,-,-,-,-,-,1
816,Cristiano Ronaldo,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2293,63,34,29,7.94,178,38,17,123,26,7,19,-,20,31,51,42,27,7,5,12,6,18,19,1,-,40,14,3,-,7,-,-,-,-,732,13,9,584,126,38,4,34,1,-,1,-,-,3,5
817,Cristiano Ronaldo,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,40,22,18,8.12,82,18,11,53,15,4,10,1,7,22,29,17,10,5,3,8,3,12,6,2,-,18,10,3,-,5,-,-,-,-,387,5,4,310,68,15,2,13,-,-,1,-,-,2,3
818,Cristiano Ronaldo,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2544,71,35,36,7.61,162,49,13,100,25,3,19,3,38,25,63,50,39,6,7,13,8,45,18,4,-,34,15,3,1,7,-,-,-,-,770,11,2,605,152,31,3,28,1,-,1,-,-,4,6
819,Cristiano Ronaldo,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,13,1170,35,19,16,7.89,69,25,4,40,10,2,7,1,17,15,32,26,30,3,7,10,4,26,9,1,-,13,5,2,1,4,-,-,-,-,411,4,1,353,53,20,1,19,-,-,-,-,-,5,5
820,Cristiano Ronaldo,2015/2016,Real Madrid,Spain-La-Liga,SLL,36,3185,99,56,43,7.99,227,84,13,130,35,5,25,5,41,51,92,44,44,11,12,23,8,38,22,3,-,50,15,3,-,5,-,-,-,-,1070,12,7,838,213,51,-,51,-,-,-,-,-,11,11
821,Cristiano Ronaldo,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1079,39,15,24,8.06,92,30,6,56,16,5,9,2,13,7,20,20,20,3,1,4,3,18,12,1,-,11,6,-,1,1,-,-,-,-,407,5,2,334,66,23,1,22,1,-,-,-,-,3,4
822,Cristiano Ronaldo,2014/2015,Real Madrid,Spain-La-Liga,SLL,35,3099,108,60,48,8.48,225,91,19,115,48,7,36,5,57,54,111,45,37,9,10,19,-,57,26,5,1,39,27,3,2,12,-,-,-,-,1181,20,8,933,220,76,4,72,1,-,2,1,-,13,16
823,Cristiano Ronaldo,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1065,36,15,21,7.83,71,35,5,31,10,4,6,-,17,25,42,24,16,2,6,8,2,19,9,1,-,7,11,-,-,5,-,-,-,-,428,5,3,344,76,16,-,16,-,-,-,-,-,3,3
824,Cristiano Ronaldo,2016,Portugal,International-European-Championship,UEC,7,565,35,13,22,7.12,44,27,-,17,3,-,3,-,5,3,8,9,12,1,1,2,-,14,6,1,-,11,6,-,-,-,-,-,-,-,186,-,-,159,27,10,-,10,-,-,1,-,-,1,2
825,Cristiano Ronaldo,2013/2014,Real Madrid,Spain-La-Liga,SLL,30,2545,101,53,48,8.27,216,88,9,119,31,2,23,6,53,67,120,36,43,18,6,24,4,56,20,4,1,45,14,1,1,7,-,-,-,-,956,25,3,742,186,48,4,44,-,-,-,-,-,9,9
826,Cristiano Ronaldo,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,11,963,41,18,23,8.57,73,31,4,38,16,4,11,1,18,25,43,18,14,5,2,7,1,20,8,-,-,11,8,2,1,4,-,-,-,-,385,10,5,314,56,21,-,21,-,-,1,-,-,2,3
827,Cristiano Ronaldo,2014,Portugal,International-FIFA-World-Cup,WC,3,270,6,2,4,7.21,22,12,1,9,1,-,1,-,6,4,10,4,4,2,-,2,3,9,3,-,-,3,1,1,-,-,-,-,-,-,94,5,1,69,19,3,3,-,1,-,-,-,-,-,1
828,Cristiano Ronaldo,2012/2013,Real Madrid,Spain-La-Liga,SLL,34,2721,99,56,43,8.15,235,124,13,99,35,5,25,5,50,56,106,64,50,14,2,16,10,81,27,9,-,31,23,1,-,-,-,-,-,-,1083,20,17,811,235,63,9,54,-,-,3,-,-,7,10
829,Cristiano Ronaldo,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1080,34,18,16,7.93,81,40,5,36,12,3,8,1,16,25,41,24,28,5,5,10,6,29,7,1,-,10,8,-,-,-,-,-,-,-,470,10,5,362,93,23,2,21,-,-,-,-,-,1,1
830,Cristiano Ronaldo,2012,Portugal,International-European-Championship,UEC,5,450,8,4,4,7.51,37,18,-,19,3,-,3,-,4,5,9,10,7,2,1,3,1,13,4,1,-,2,2,-,-,-,-,-,-,-,131,1,-,106,24,10,-,10,-,-,-,-,-,-,-
831,Cristiano Ronaldo,2011/2012,Real Madrid,Spain-La-Liga,SLL,38,3354,57,30,27,8.28,264,132,12,120,46,8,31,7,109,73,182,86,79,19,9,28,19,95,32,4,-,32,25,3,1,-,-,-,-,-,1405,40,11,1092,262,60,10,50,4,-,3,-,-,5,12
832,Cristiano Ronaldo,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,23,10,13,8.42,72,32,2,38,10,2,5,3,20,28,48,19,18,8,1,9,7,18,4,1,-,7,2,1,-,-,-,-,-,-,409,7,7,315,80,24,1,23,-,-,-,-,-,3,3
833,Cristiano Ronaldo,2010/2011,Real Madrid,Spain-La-Liga,SLL,34,2913,74,49,25,8.35,250,121,13,116,40,5,29,6,68,75,143,72,76,17,5,22,24,88,24,2,-,15,24,-,2,-,-,-,-,-,1253,23,11,925,294,67,7,60,3,-,2,1,-,6,11
834,Cristiano Ronaldo,2010/2011,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1021,30,19,11,7.87,73,46,-,27,6,-,4,2,23,32,55,26,27,5,2,7,8,24,13,2,-,2,7,2,-,-,-,-,-,-,490,6,-,408,76,21,1,20,1,-,-,-,-,3,4
835,Cristiano Ronaldo,2009/2010,Real Madrid,Spain-La-Liga,SLL,29,2490,54,26,28,8.54,211,115,3,93,26,2,19,5,88,91,179,-,80,13,4,17,13,94,39,3,2,23,4,-,-,-,-,-,-,-,1119,15,9,877,218,75,1,74,1,-,-,-,-,6,7
836,Cristiano Ronaldo,2009/2010,Real Madrid,Europe-UEFA-Champions-League,UCL,6,450,14,11,3,8.47,32,18,-,14,7,-,4,3,10,14,24,-,15,3,2,5,4,14,3,-,-,4,4,-,-,-,-,-,-,-,216,5,2,171,38,9,1,8,-,-,-,-,-,-,-
837,Mile Jedinak,2017/2018,Aston Villa,England-Championship,EC,28,1767,203,126,77,7.08,16,2,3,11,2,-,2,-,1,-,1,9,3,50,31,81,34,16,36,3,-,-,134,8,6,18,-,-,-,-,909,55,71,629,154,3,-,3,-,-,-,-,-,-,-
838,Mile Jedinak,2016/2017,Aston Villa,England-Championship,EC,33,2872,284,200,84,7.3,17,10,2,5,-,-,-,-,1,8,9,19,17,68,21,89,75,28,52,8,-,3,154,20,4,27,-,-,-,-,1551,100,166,935,350,22,6,16,-,-,-,-,-,2,2
839,Mile Jedinak,2016/2017,Crystal Palac..,England-Premier-League,EPL,1,90,8,5,3,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,6,1,2,4,-,-,-,-,-,1,1,-,-,-,-,68,3,6,45,14,2,-,2,-,-,-,-,-,-,-
840,Mile Jedinak,2015/2016,Crystal Palac..,England-Premier-League,EPL,27,1531,143,102,41,6.77,13,4,2,7,-,-,-,-,-,5,5,10,9,50,27,77,55,16,36,6,-,2,58,10,5,19,-,-,-,-,830,51,60,543,176,8,2,6,-,-,-,-,-,-,-
841,Mile Jedinak,2014/2015,Crystal Palac..,England-Premier-League,EPL,24,2081,161,112,49,7.55,31,20,1,10,5,-,4,1,3,3,6,5,9,80,27,107,81,32,47,3,1,-,84,14,6,21,-,-,-,-,953,51,98,584,220,14,2,12,1,-,1,1,-,1,3
842,Mile Jedinak,2013/2014,Crystal Palac..,England-Premier-League,EPL,38,3389,236,166,70,7.55,33,20,5,8,1,-,1,-,9,13,22,17,14,133,43,176,139,44,60,7,-,1,141,17,13,40,-,-,-,-,1614,121,85,1039,369,34,8,26,-,-,-,-,-,1,1
843,Mile Jedinak,2014,Australia,International-FIFA-World-Cup,WC,3,270,8,5,3,6.44,2,1,-,1,1,-,1,-,1,-,1,1,1,7,5,12,5,4,6,2,-,-,3,3,-,2,-,-,-,-,149,11,13,105,20,-,-,-,-,-,-,-,-,-,-
844,Aleksandr Samedov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,4,192,2,-,2,6.4,3,1,1,1,1,-,1,-,1,2,3,4,5,-,4,4,2,4,2,-,-,-,6,-,-,2,-,-,-,-,68,3,1,55,9,1,-,1,-,-,-,-,-,-,-
845,Aleksandr Samedov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,21,1468,22,8,14,6.56,27,11,2,14,2,-,2,-,8,7,15,17,24,21,6,27,9,15,22,3,1,3,8,2,2,13,-,-,-,-,628,23,10,489,106,20,5,15,-,-,-,-,-,1,1
846,Aleksandr Samedov,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,15,1184,13,7,6,6.92,25,13,-,12,4,-,4,-,11,7,18,14,14,12,7,19,7,22,9,-,-,5,6,-,-,4,-,-,-,-,533,18,12,414,89,32,9,23,1,-,-,1,-,1,2
847,Aleksandr Samedov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,10,651,16,3,13,6.54,14,3,-,11,3,-,3,-,9,4,13,13,8,6,11,17,7,10,14,1,-,2,1,-,-,7,-,-,-,-,278,4,12,206,56,6,-,6,-,-,-,-,-,-,-
848,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,28,2520,31,16,15,7.28,49,26,1,22,9,-,6,3,36,27,63,38,32,38,14,52,22,38,24,4,-,12,9,2,3,18,-,-,-,-,1068,40,26,809,193,66,16,50,4,2,-,-,-,2,6
849,Aleksandr Samedov,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,8,720,11,6,5,7.44,20,9,3,8,5,2,2,1,10,6,16,9,11,4,5,9,17,13,14,1,-,5,5,1,1,4,-,-,-,-,248,4,9,191,44,14,3,11,-,-,-,-,-,-,-
850,Aleksandr Samedov,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,29,2516,42,19,23,6.98,47,24,3,20,4,1,3,-,38,24,62,27,35,20,26,46,32,36,19,2,-,6,9,3,-,21,-,-,-,-,940,21,25,696,198,62,14,48,2,-,-,1,-,2,4
851,Aleksandr Samedov,2016,Russia,International-European-Championship,UEC,1,20,-,-,-,6.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,15,-,1,13,1,-,-,-,-,-,-,-,-,-,-
852,Aleksandr Samedov,2013/2014,Lokomotiv Mos..,Russia-Premier-League,RPL,30,2517,50,24,26,7.07,54,31,1,22,7,-,6,1,37,20,57,33,35,18,11,29,10,35,18,2,-,7,15,-,3,13,-,-,-,-,976,44,23,729,180,58,22,36,6,2,-,2,-,1,7
853,Aleksandr Samedov,2014,Russia,International-FIFA-World-Cup,WC,3,270,5,2,3,6.6,3,-,1,2,-,-,-,-,1,3,4,4,4,5,2,7,2,6,1,-,-,-,2,-,-,1,-,-,-,-,118,2,3,82,31,5,1,4,-,-,-,-,-,-,-
854,Teófilo Gutiérrez,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,21,1594,20,3,17,6.64,39,8,1,30,5,-,5,-,20,13,33,55,42,11,11,22,1,32,42,6,2,28,-,-,-,10,-,-,-,-,623,9,9,441,164,40,3,37,-,-,2,-,-,3,5
855,Teófilo Gutiérrez,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,5,313,19,6,13,6.5,11,3,-,8,1,-,1,-,1,2,3,13,6,4,1,5,5,2,5,2,-,6,-,-,-,3,-,-,-,-,119,3,1,85,30,3,-,3,-,-,-,-,-,-,-
856,Teófilo Gutiérrez,2015,Colombia,International-Copa-America,ICA,4,208,6,-,6,6.12,5,1,-,4,-,-,-,-,2,-,2,9,4,2,3,5,1,2,2,1,-,-,-,-,-,2,-,-,-,-,72,2,2,47,21,5,-,5,-,-,-,-,-,-,-
857,Teófilo Gutiérrez,2014,Colombia,International-FIFA-World-Cup,WC,4,305,20,5,15,6.85,5,2,1,2,1,1,-,-,2,-,2,4,2,3,2,5,1,2,7,-,-,2,1,1,-,1,-,-,-,-,90,2,-,63,25,3,-,3,-,-,1,-,-,-,1
858,Steve Mandanda,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,6.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,9,-,5,4,204,66,81,57,-,-,-,-,-,-,-,-,-,-,-
859,Steve Mandanda,2017/2018,Marseille,France-Ligue-1,FL1,31,2682,9,9,-,6.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,17,-,-,-,78,5,39,34,761,166,250,339,6,-,-,-,-,-,-,-,-,-,-
860,Steve Mandanda,2016/2017,Crystal Palac..,England-Premier-League,EPL,9,810,2,2,-,6.26,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,1,-,-,-,-,5,-,-,-,24,1,17,6,262,87,107,68,-,-,-,-,-,-,-,-,-,-,-
861,Steve Mandanda,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,8,720,8,8,-,6.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,8,-,-,-,16,1,9,6,223,65,69,88,1,1,1,-,-,-,-,-,-,-,-
862,Steve Mandanda,2015/2016,Marseille,France-Ligue-1,FL1,36,3240,12,11,1,6.65,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,3,5,3,5,-,-,18,-,1,-,95,1,59,35,1211,260,428,517,6,-,-,-,-,-,-,-,-,-,-
863,Steve Mandanda,2014/2015,Marseille,France-Ligue-1,FL1,38,3420,4,4,-,6.76,-,-,-,-,-,-,-,-,1,1,2,-,-,3,2,5,1,3,1,2,-,-,22,-,-,-,95,4,50,41,1041,246,225,560,10,1,1,-,-,-,-,-,-,-,-
864,Steve Mandanda,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,540,3,3,-,6.53,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,2,-,-,-,19,2,13,4,164,50,57,51,6,1,1,-,-,-,-,-,-,-,-
