,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists
3752,Raheem Sterling,2011/2012,Liverpool,England-Premier-League,EPL,3,25,-,-,-,6.1,2,1,-,1,-,-,-,-,2,1,3,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,15,1,1,12,1,2,-,2,-,-,-,-,-,-,-
3753,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,61,12,49,6.71,26,13,2,11,3,1,2,-,21,31,52,41,33,66,60,126,18,27,41,8,-,1,8,2,5,38,-,-,-,-,1026,33,27,798,168,26,2,24,-,-,-,-,-,2,2
3754,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,63,24,39,6.74,20,12,1,7,1,-,1,-,16,39,55,42,39,105,59,164,24,51,57,5,-,1,17,1,5,62,-,-,-,-,1167,29,31,936,171,29,1,28,-,-,-,-,-,4,4
3755,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,3,2,1,6.61,3,2,-,1,-,-,-,-,1,4,5,8,9,14,2,16,8,5,13,2,1,-,1,1,-,5,-,-,-,-,159,4,5,129,21,6,-,6,-,-,-,-,-,-,-
3756,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,100,37,63,6.69,48,17,-,31,4,-,4,-,42,32,74,61,46,29,12,41,13,34,41,5,-,15,9,3,6,14,-,-,-,-,477,9,18,342,108,19,2,17,-,-,-,-,-,1,1
3757,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,34,15,19,6.55,35,14,2,19,3,-,2,1,25,20,45,50,37,11,7,18,3,34,30,-,1,8,12,2,2,9,-,-,-,-,315,16,8,224,67,15,4,11,2,-,-,-,-,-,2
3758,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,64,15,49,6.75,32,19,-,13,2,-,1,1,48,31,79,42,18,11,16,27,11,31,24,2,-,5,9,1,1,14,-,-,-,-,405,17,6,311,71,9,2,7,1,-,1,-,-,-,2
3759,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,75,20,55,7.02,37,13,1,23,5,-,5,-,35,27,62,48,40,18,9,27,8,28,49,1,-,10,4,1,1,12,-,-,-,-,335,12,10,235,78,14,3,11,2,1,-,-,-,2,4
3760,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,71,19,52,7.02,35,13,3,19,5,3,2,-,25,25,50,43,33,4,5,9,5,27,25,2,-,9,7,1,-,4,-,-,-,-,274,12,3,193,66,13,-,13,1,-,-,-,-,1,2
3761,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,11,5,6,6.24,4,2,-,2,-,-,-,-,3,3,6,4,2,1,-,1,1,3,4,1,-,-,1,-,-,-,-,-,-,-,25,1,-,18,6,1,1,-,-,-,-,-,-,-,-
3762,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,13,8,5,6.51,13,6,-,7,-,-,-,-,12,7,19,9,9,8,1,9,3,8,10,1,-,1,3,-,1,-,-,-,-,-,72,2,1,57,12,4,1,3,-,-,-,-,-,1,1
3763,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,181,66,115,6.77,47,18,-,29,4,-,3,1,49,25,74,56,66,10,7,17,7,33,35,1,-,7,4,2,-,7,-,-,-,-,438,14,10,279,135,18,-,18,-,-,-,-,-,2,2
3764,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,39,12,27,6.68,25,13,-,12,-,-,-,-,42,23,65,25,23,26,11,37,10,22,19,2,-,4,8,1,2,-,-,-,-,-,289,12,9,211,57,14,4,10,-,-,-,-,-,1,1
3765,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,2,1,1,5.94,1,-,-,1,-,-,-,-,2,-,2,4,5,-,5,5,-,-,3,-,-,-,1,-,-,-,-,-,-,-,21,-,1,14,6,2,1,1,-,-,-,-,-,-,-
3766,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,40,13,27,6.36,27,9,-,18,2,-,1,1,25,15,40,46,33,21,14,35,16,27,34,2,-,4,3,4,1,-,-,-,-,-,298,6,12,208,72,9,1,8,-,-,-,-,-,-,-
3767,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,14,6,8,6.86,12,3,2,7,3,-,3,-,2,5,7,8,7,5,1,6,3,10,11,3,-,1,-,-,-,-,-,-,-,-,87,2,3,54,28,1,-,1,-,-,-,-,-,-,-
3768,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,8,4,4,7.43,14,12,-,2,2,-,1,1,2,13,15,10,9,9,12,21,8,14,7,2,-,-,-,1,1,3,-,-,-,-,267,15,4,207,41,6,-,6,-,-,-,-,-,-,-
3769,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,7,3,4,6.78,8,5,-,3,-,-,-,-,3,11,14,16,17,13,18,31,10,7,11,2,-,-,2,1,-,4,-,-,-,-,295,12,11,238,34,9,-,9,-,-,-,-,-,1,1
3770,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,27,9,18,7.25,57,43,2,12,5,1,2,2,21,48,69,57,44,39,12,51,28,67,45,8,-,2,6,3,3,27,-,-,-,-,1321,78,50,1010,183,41,2,39,-,-,-,-,-,3,3
3771,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,47,20,27,7.23,50,34,2,14,3,-,2,1,14,28,42,54,39,86,17,103,42,44,69,3,-,3,9,2,4,32,-,-,-,-,1475,96,64,1089,226,39,9,30,1,-,1,-,-,1,3
3772,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,9,4,5,6.86,5,2,1,2,-,-,-,-,9,8,17,13,11,24,19,43,17,7,14,1,-,2,3,-,-,15,-,-,-,-,208,10,10,151,37,5,1,4,-,-,-,-,-,-,-
3773,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,20,8,12,6.49,16,12,-,4,1,-,1,-,9,4,13,7,15,23,3,26,10,11,28,-,-,-,1,-,1,19,-,-,-,-,334,18,14,243,59,6,2,4,-,-,-,-,-,-,-
3774,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,1,1,-,6.16,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,10,-,-,6,4,-,-,-,-,-,-,-,-,-,-
3775,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,1,-,1,6.38,2,2,-,-,-,-,-,-,-,1,1,-,4,5,-,5,4,3,4,-,-,-,1,-,1,2,-,-,-,-,93,5,3,77,8,2,1,1,-,-,1,-,-,-,1
3776,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,7,3,4,6.18,2,2,-,-,-,-,-,-,1,-,1,-,2,7,5,12,3,1,3,-,-,-,1,-,-,4,-,-,-,-,66,-,2,52,12,-,-,-,-,-,-,-,-,-,-
3777,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,13,4,9,6.53,11,4,2,5,1,-,1,-,16,12,28,22,16,13,9,22,2,14,15,1,-,1,3,-,2,8,-,-,-,-,338,6,5,266,61,7,-,7,-,-,-,-,-,1,1
3778,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,47,19,28,6.76,40,12,1,27,4,-,2,2,29,29,58,71,48,31,18,49,16,29,28,2,-,6,6,1,1,16,-,-,-,-,1016,46,21,757,192,38,3,35,-,-,2,-,-,3,5
3779,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,4,1,3,6.07,3,1,-,2,-,-,-,-,1,1,2,3,1,4,-,4,2,6,5,-,1,-,2,-,1,1,-,-,-,-,49,2,2,36,9,1,-,1,-,-,-,-,-,-,-
3780,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,59,19,40,6.96,26,12,-,14,4,-,4,-,22,26,48,46,36,63,22,85,18,55,40,5,-,4,19,2,2,14,-,-,-,-,883,18,22,701,142,18,-,18,-,-,-,-,-,-,-
3781,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,56,22,34,7.17,33,29,-,4,4,-,-,4,9,35,44,39,35,101,47,148,72,83,46,6,-,1,31,17,5,35,-,-,-,-,2188,90,75,1817,206,36,14,22,1,-,-,1,-,-,1
3782,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,45,13,32,6.98,19,13,1,5,-,-,-,-,13,22,35,28,38,97,56,153,86,91,56,7,-,1,34,7,4,33,-,-,-,-,2116,79,76,1754,207,36,13,23,-,-,-,-,-,-,-
3783,Álvaro Odriozola,2017/2018,Real Sociedad,Spain-La-Liga,SLL,35,2918,34,5,29,6.53,8,3,-,5,-,-,-,-,55,32,87,34,38,41,15,56,26,31,25,2,1,9,35,7,15,18,-,-,-,-,1295,36,22,1110,127,46,11,35,3,-,-,-,-,1,4
3784,Álvaro Odriozola,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,540,6,1,5,7.18,1,-,-,1,1,-,1,-,16,13,29,5,3,10,-,10,6,5,3,-,-,-,9,1,3,4,-,-,-,-,254,7,2,226,19,13,2,11,-,-,-,-,-,-,-
3785,Álvaro Odriozola,2016/2017,Real Sociedad,Spain-La-Liga,SLL,15,1285,16,9,7,6.61,1,1,-,-,-,-,-,-,21,18,39,14,12,16,8,24,11,13,12,-,-,1,20,2,6,14,-,-,-,-,494,19,16,385,74,16,3,13,1,-,-,-,-,3,4
3786,Benjamin Pavard,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,34,3060,189,102,87,7.1,11,3,1,7,1,-,1,-,5,10,15,10,10,55,11,66,70,21,24,2,-,2,182,34,10,25,-,-,-,-,1862,109,139,1449,165,9,2,7,-,-,-,-,-,-,-
3787,Benjamin Pavard,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,21,1702,100,69,31,7.25,16,4,3,9,1,1,-,-,9,8,17,10,4,39,10,49,78,18,34,4,-,-,64,11,5,4,-,-,-,-,1201,71,80,915,135,9,3,6,-,-,1,-,-,1,2
3788,Benjamin Pavard,2015/2016,Lille,France-Ligue-1,FL1,13,635,13,5,8,6.57,3,1,1,1,-,-,-,-,2,3,5,6,2,12,7,19,27,4,13,3,-,-,12,4,1,4,-,-,-,-,261,15,28,179,39,4,-,4,-,-,-,-,-,-,-
3789,Benjamin Pavard,2014/2015,Lille,France-Ligue-1,FL1,8,508,15,10,5,6.67,4,2,-,2,-,-,-,-,2,3,5,3,1,7,3,10,22,5,7,2,-,1,24,2,2,1,-,-,-,-,252,11,12,196,33,1,-,1,-,-,-,-,-,-,-
3790,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,3,-,3,6.43,-,-,-,-,-,-,-,-,1,6,7,4,-,6,3,9,6,4,1,-,-,-,10,3,-,2,-,-,-,-,170,23,13,123,11,2,2,-,-,-,-,-,-,-,-
3791,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,59,32,27,7.3,15,4,4,7,1,-,1,-,4,14,18,13,9,31,19,50,25,22,14,1,-,-,73,19,4,9,-,-,-,-,924,88,75,703,58,3,-,3,-,-,-,-,-,-,-
3792,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,4,1,3,6.37,2,-,-,2,1,-,1,-,1,3,4,4,5,5,5,10,6,13,3,1,-,-,2,2,-,1,-,-,-,-,80,4,6,62,8,-,-,-,-,-,-,-,-,-,-
3793,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,7,5,2,7.14,1,-,-,1,-,-,-,-,-,3,3,1,2,8,7,15,10,4,9,1,-,-,9,2,1,6,-,-,-,-,152,10,12,115,15,1,-,1,-,-,-,-,-,-,-
3794,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,28,16,12,6.89,18,3,3,12,1,-,1,-,11,22,33,16,20,24,10,34,26,26,9,2,-,-,26,4,7,12,-,-,-,-,344,39,31,220,54,7,3,4,-,-,-,-,-,-,-
3795,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,4,1,3,6.31,1,1,-,-,-,-,-,-,1,1,2,2,2,3,3,6,2,9,1,-,-,-,2,1,1,2,-,-,-,-,46,3,6,33,4,-,-,-,-,-,-,-,-,-,-
3796,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,53,27,26,6.94,26,6,2,18,5,-,4,1,9,20,29,25,30,49,25,74,21,20,25,2,1,-,21,2,6,21,-,-,-,-,437,40,45,268,84,7,3,4,-,-,-,-,-,-,-
3797,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,2,-,2,6.22,5,2,-,3,-,-,-,-,-,2,2,-,2,5,6,11,1,2,5,1,-,-,2,-,-,1,-,-,-,-,135,12,-,113,10,2,1,1,-,-,-,-,-,1,1
3798,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,18,5,13,7.06,38,23,1,14,4,1,1,2,20,47,67,34,29,77,48,125,20,41,21,2,-,-,8,5,4,24,-,-,-,-,1574,92,15,1330,137,18,5,13,1,1,-,-,-,2,3
3799,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,15,6,9,6.76,13,10,-,3,1,-,1,-,16,14,30,26,26,20,7,27,1,25,12,2,1,-,1,-,-,6,-,-,-,-,365,22,14,277,52,12,1,11,-,-,1,-,-,1,2
3800,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,-,-,-,6.72,3,2,-,1,-,-,-,-,-,3,3,1,1,-,2,2,1,1,2,1,-,-,-,-,-,-,-,-,-,-,71,7,2,50,12,2,1,1,-,-,1,-,-,1,2
3801,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,27,7,20,7.17,24,19,-,5,2,-,2,-,16,16,32,20,35,37,8,45,9,27,22,3,-,1,3,1,2,17,-,-,-,-,646,33,18,474,121,23,1,22,2,-,1,2,-,2,5
3802,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,45,18,27,7.57,65,37,-,28,6,-,4,2,62,66,128,50,52,36,32,68,21,31,10,3,-,12,6,-,1,16,-,-,-,-,949,30,23,672,224,49,9,40,2,-,-,-,-,9,11
3803,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,55,18,37,7.37,82,52,2,28,9,2,2,5,62,59,121,98,43,41,28,69,25,20,21,2,-,6,3,-,3,32,-,-,-,-,913,18,16,664,215,47,6,41,2,-,-,-,-,7,9
3804,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,7,2,5,6.48,3,2,-,1,-,-,-,-,7,1,8,8,8,4,-,4,2,-,4,-,-,2,-,-,1,2,-,-,-,-,72,3,-,47,22,5,1,4,-,-,-,-,-,-,-
3805,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,9,4,5,6.52,13,6,-,7,2,-,2,-,3,4,7,9,12,3,3,6,5,8,5,1,-,3,6,-,1,1,-,-,-,-,220,13,8,173,26,10,2,8,-,-,-,-,-,-,-
3806,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,72,37,35,6.83,6,5,-,1,-,-,-,-,23,39,62,24,28,62,16,78,34,10,17,1,1,-,52,8,12,21,-,-,-,-,1079,68,61,787,163,19,2,17,1,-,-,-,-,1,2
3807,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,56,23,33,6.68,5,-,2,3,1,1,-,-,18,20,38,14,28,62,14,76,40,19,28,4,-,-,84,9,20,27,-,-,-,-,983,76,89,670,148,16,5,11,1,-,-,-,-,-,1
3808,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,36,12,24,6.57,1,1,-,-,-,-,-,-,8,4,12,12,5,27,7,34,28,4,10,1,-,-,45,2,4,14,-,-,-,-,467,33,30,320,84,6,3,3,-,-,-,-,-,-,-
3809,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,6,3,3,6.24,1,-,-,1,-,-,-,-,7,3,10,4,2,3,3,6,8,1,1,-,-,-,10,-,2,4,-,-,-,-,115,4,9,82,20,-,-,-,-,-,-,-,-,-,-
3810,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,28,14,14,6.91,20,18,-,2,-,-,-,-,6,25,31,17,27,24,14,38,27,46,21,3,-,1,8,3,2,14,-,-,-,-,628,44,21,492,71,7,1,6,-,-,-,-,-,1,1
3811,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,46,13,33,6.78,36,15,4,17,4,1,3,-,14,25,39,50,47,22,12,34,10,62,17,5,-,7,18,2,3,14,-,-,-,-,508,34,26,357,91,15,-,15,-,-,-,-,-,1,1
3812,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,60,28,32,6.61,37,22,-,15,2,-,2,-,15,11,26,52,50,16,11,27,28,69,22,1,-,4,20,4,4,17,-,-,-,-,561,33,31,370,127,12,1,11,-,-,-,-,-,-,-
3813,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,8,-,8,6.6,8,5,1,2,-,-,-,-,7,13,20,13,15,9,3,12,3,5,5,-,-,3,1,-,-,2,-,-,-,-,149,5,3,114,27,10,4,6,1,-,-,-,-,-,1
3814,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,6,2,4,6.74,5,3,-,2,-,-,-,-,2,11,13,6,14,4,4,8,4,4,1,1,-,2,-,-,-,4,-,-,-,-,65,1,1,46,17,5,-,5,1,-,-,-,-,-,1
3815,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,73,44,29,6.9,18,4,1,13,2,-,2,-,4,3,7,3,4,34,7,41,33,11,16,1,-,-,55,16,3,8,-,-,-,-,1611,105,49,1388,69,5,-,5,-,-,-,-,-,1,1
3816,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,19,8,11,6.55,6,1,-,5,-,-,-,-,-,1,1,1,-,7,3,10,11,4,5,-,-,-,14,9,2,2,-,-,-,-,373,21,8,330,14,1,-,1,-,-,-,-,-,-,-
3817,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,96,63,33,6.99,25,4,3,18,2,-,1,1,7,7,14,7,6,68,8,76,70,21,16,4,-,-,81,16,7,10,-,-,-,-,2341,109,78,1989,165,8,-,8,-,-,-,-,-,2,2
3818,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,101,57,44,6.86,8,1,1,6,-,-,-,-,1,4,5,7,4,47,5,52,69,22,17,4,-,1,203,29,9,7,-,-,-,-,1704,114,115,1350,125,6,1,5,-,-,-,-,-,1,1
3819,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,86,55,31,7.2,9,1,2,6,1,-,1,-,-,1,1,6,1,34,5,39,26,6,9,1,-,1,86,16,3,4,-,-,-,-,689,84,89,459,57,6,3,3,-,-,-,-,-,-,-
3820,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,147,103,44,7.15,12,2,2,8,4,2,1,1,2,7,9,5,4,55,19,74,47,9,26,2,-,-,146,19,6,10,-,-,-,-,1222,129,81,843,169,2,-,2,-,-,-,-,-,-,-
3821,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,2,2,-,5.84,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,43,5,3,33,2,-,-,-,-,-,-,-,-,-,-
3822,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,116,75,41,6.95,7,-,1,6,-,-,-,-,5,11,16,7,10,47,8,55,34,23,15,1,-,-,110,13,2,9,-,-,-,-,1471,85,73,1182,131,11,1,10,-,-,-,-,-,2,2
3823,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,78,46,32,6.92,10,-,2,8,1,1,-,-,4,10,14,6,8,41,9,50,45,14,16,1,-,-,63,12,1,7,-,-,-,-,992,55,61,767,109,4,2,2,-,-,-,-,-,1,1
3824,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,24,17,7,7.18,1,-,1,-,-,-,-,-,-,2,2,2,2,8,3,11,11,3,4,1,-,-,35,-,-,-,-,-,-,-,171,11,18,121,21,3,2,1,-,-,-,-,-,-,-
3825,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,151,103,48,7.19,15,-,2,13,-,-,-,-,7,14,21,14,13,42,20,62,91,24,24,2,-,-,126,9,6,13,-,-,-,-,1221,91,97,873,160,7,-,7,-,-,-,-,-,-,-
3826,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,10,8,2,7.08,1,-,-,1,-,-,-,-,1,2,3,4,2,8,4,12,13,1,2,1,-,-,8,-,1,-,-,-,-,-,230,22,18,170,20,1,1,-,-,-,-,-,-,1,1
3827,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,18,13,5,7.2,3,1,-,2,-,-,-,-,1,4,5,1,4,14,4,18,29,1,3,-,-,-,22,2,-,7,-,-,-,-,295,11,20,233,31,-,-,-,-,-,-,-,-,-,-
3828,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,106,63,43,7.01,5,-,-,5,-,-,-,-,1,13,14,4,4,23,9,32,25,7,7,-,-,-,121,5,-,6,-,-,-,-,688,47,33,531,77,2,-,2,-,-,-,-,-,-,-
3829,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,50,20,30,6.98,43,13,1,29,9,-,8,1,52,43,95,42,40,24,18,42,16,19,12,-,-,1,9,1,3,22,-,-,-,-,1164,42,15,877,230,59,9,50,1,-,-,-,-,2,3
3830,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,67,21,46,6.95,46,16,-,30,3,-,3,-,93,71,164,67,56,25,16,41,28,25,14,-,-,3,9,-,1,18,-,-,-,-,1084,33,16,809,226,51,3,48,-,-,1,-,-,7,8
3831,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,17,5,12,6.92,8,2,-,6,1,-,1,-,24,20,44,12,16,7,14,21,5,5,1,-,-,1,3,-,-,6,-,-,-,-,254,11,1,195,47,11,-,11,-,-,-,-,-,-,-
3832,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,66,27,39,6.84,30,6,1,23,9,1,7,1,36,29,65,41,45,14,18,32,18,20,11,-,-,7,3,-,2,9,-,-,-,-,689,19,10,504,156,34,3,31,-,-,1,-,-,2,3
3833,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,19,9,10,6.51,3,1,-,2,-,-,-,-,12,8,20,10,10,4,3,7,3,-,-,-,-,-,1,-,1,4,-,-,-,-,147,3,3,106,35,-,-,-,-,-,-,-,-,-,-
3834,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,3,1,2,6.22,1,-,-,1,-,-,-,-,1,3,4,4,3,3,-,3,3,-,1,-,-,1,-,-,-,2,-,-,-,-,57,2,-,45,10,3,-,3,-,-,-,-,-,-,-
3835,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,50,16,34,6.71,20,5,1,14,4,-,4,-,37,29,66,26,22,16,24,40,16,9,9,-,-,8,3,-,1,17,-,-,-,-,459,15,8,329,107,25,1,24,-,-,-,-,-,2,2
3836,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,9,2,7,6.11,-,-,-,-,-,-,-,-,3,-,3,5,4,3,6,9,3,1,1,-,-,-,2,-,-,2,-,-,-,-,57,2,1,43,11,1,-,1,-,-,-,-,-,-,-
3837,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,-,-,-,5.92,-,-,-,-,-,-,-,-,5,-,5,1,4,2,2,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,22,1,-,18,3,-,-,-,-,-,-,-,-,-,-
3838,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,21,7,14,6.66,11,5,-,6,2,-,1,1,14,23,37,15,16,6,12,18,4,3,4,1,-,2,1,1,-,9,-,-,-,-,247,8,4,169,66,12,1,11,-,-,1,-,-,1,2
3839,Timo Werner,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,32,2493,39,15,24,6.9,95,12,11,72,13,2,10,1,52,25,77,67,28,16,16,32,7,25,26,1,-,38,10,-,1,26,-,-,-,-,652,12,9,478,153,24,-,24,-,-,-,-,-,7,7
3840,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,445,-,-,-,7.48,19,2,1,16,4,-,4,-,8,7,15,10,3,2,6,8,1,3,3,-,-,8,1,-,-,8,-,-,-,-,157,2,1,122,32,9,-,9,-,-,2,-,-,-,2
3841,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,6,331,5,1,4,6.79,12,1,1,10,3,-,2,1,1,6,7,6,1,4,4,8,1,4,1,-,-,10,-,1,-,1,-,-,-,-,79,1,1,51,26,4,-,4,-,-,-,-,-,-,-
3842,Timo Werner,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,31,2435,73,27,46,7.29,74,4,6,64,21,2,19,-,41,22,63,64,27,24,15,39,21,32,23,4,-,51,4,1,-,30,-,-,-,-,710,11,18,468,213,32,1,31,1,-,-,-,-,4,5
3843,Timo Werner,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,33,2200,166,39,127,6.44,64,7,10,47,6,1,5,-,44,27,71,59,33,12,15,27,15,42,32,-,-,40,1,2,1,20,-,-,-,-,556,7,12,373,164,21,-,21,-,-,-,-,-,3,3
3844,Timo Werner,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,32,1625,75,21,54,6.4,30,11,-,19,3,-,2,1,38,30,68,45,22,22,25,47,12,40,17,1,-,18,8,2,3,20,-,-,-,-,416,17,10,275,114,15,1,14,-,-,-,-,-,1,1
